cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"5269","0","805755","1126318","The First National Bank of Walker","Walker","MN","56484","12/31/2014","2/18/2015","N","600 Minnesota Ave. W","WALKER BAN CO.","7","0","0","4","1","Cass","","","12/1/1902","1/1/1934","6/8/2012","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.fnbwalker.com","10941","2851","1035","1816","2444","0","0","0","5646","5077"
"5270","11110","837354","1122534","The First National Bank of Waseca","Waseca","MN","56093","12/31/2014","2/18/2015","N","101 North State Street","FRANKSON INVESTMENT CORPORATION","3","0","0","4","1","Waseca","","","12/18/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","fnbwaseca.com","15674","","","","","","","","","5830"
"4792","52435","209559","1055584","The First National Bank of Washington","Washington","KS","66968","12/31/2014","2/18/2015","N","101 C Street","WASHINGTON 1ST BANCO, INC.","1","0","0","2","0","Washington","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbwashington.com","9250","","","","","","","","","2661"
"6725","0","263627","3015612","The First National Bank of Waverly","Waverly","OH","45690","12/31/2014","2/18/2015","N","107 North Market","CENTRAL OHIO BANCORP","6","0","0","8","0","Pike","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.thefirstnational.com","29775","","","","","","","","","2215"
"2160","11878","31134","1137752","The First National Bank of Waynesboro","Waynesboro","GA","30830","12/31/2014","2/18/2015","N","626 Liberty Street","FIRST BURKE BANKING COMPANY","3","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","1/1/1905","1/1/1934","5/28/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.fnbwaynesboro.com","25323","","","","","","","","","2088"
"6805","0","917630","0","The First National Bank of Williamson","Williamson","WV","25661","12/31/2014","2/18/2015","N","68 E. 2nd Avenue","","3","0","1","8","1","Mingo","","","6/11/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.yourfnbonline.com","10068","","","","","","","","","1624"
"5590","12096","501767","1102170","The First National Bank of Winnsboro","Winnsboro","TX","75494","12/31/2014","2/18/2015","N","315 North Main Street","ETEX BANCO, INC.","3","0","0","4","0","Wood","","","1/1/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbwinnsboro.com","22208","","","","","","","","","5202"
"5593","0","624563","0","The First National Bank of Woodsboro","Woodsboro","TX","78393","12/31/2014","2/18/2015","N","320 First Street","","2","0","0","7","1","Refugio","","","1/1/1912","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","","3017","","","","","","","","","1981"
"3897","12242","988845","1132159","The First National Bank of Wynne","Wynne","AR","72396","12/31/2014","2/18/2015","N","528 East Merriman Avenue","FIRST NATIONAL CORPORATION OF WYNNE","6","0","0","2","0","Cross","","","12/3/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","www.fnbchoice.com","31982","","","","","","","","","15997"
"4752","0","460350","1063776","The First Security Bank","Overbrook","KS","66524","12/31/2014","2/18/2015","NM","312 Maple Street","OVERBROOK BANKSHARES, INC.","3","0","0","4","1","Osage","45820","Topeka, KS","4/1/1904","1/1/1934","3/2/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.firstsecurityks.com","8775","","","","","","","","","864"
"4041","0","49951","0","The First Security Bank","Beaver","OK","73932","12/31/2014","2/18/2015","NM","15 South Douglas Avenue","","1","0","0","2","1","Beaver","","","1/16/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fsbbeaver.com","11411","","","","","","","","","3797"
"399","0","514356","0","The First State Bank","Ryan","OK","73565","12/31/2014","2/18/2015","NM","6th And Washington","","2","0","0","2","0","Jefferson","","","6/1/1894","1/1/1934","11/15/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fsbwford.com","8133","","","","","","","","","823"
"12315","10301","801654","1898008","The First State Bank","Columbus","TX","78934","12/31/2014","2/18/2015","NM","420 Walnut Street","COLUMBUS BANCORP, INC.","1","0","0","2","1","Colorado","","","3/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.fsbcolumbus.com","48203","","","","","","","","","4008"
"17884","0","997052","3832912","The First State Bank","Oklahoma City","OK","73112","12/31/2014","2/18/2015","NM","3030 Nw Expressway Suite 1","FSB INVESTMENTS, LLC","3","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","8/12/1902","7/2/1958","1/19/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.thefirstsb.com","8063","","","","","","","","","2571"
"5835","13277","394259","1056992","The First State Bank","Norton","KS","67654","12/31/2014","2/18/2015","NM","105 West Main Street","NORTON BANKSHARES, INC.","4","0","0","2","1","Norton","","","4/21/1902","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.firstatebank.com","6803","6032","3808","2224","771","0","0","0","0","6611"
"10503","0","275657","1059591","The First State Bank","Ness City","KS","67560","12/31/2014","2/18/2015","SM","206 N. Pennsylvania Ave.","BEUTLER, INC.","1","0","0","2","1","Ness","","","1/1/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fsbnesscity.com","6381","","","","","","","","","5630"
"9973","0","736662","3600399","The First State Bank","Rice","TX","75155","12/31/2014","2/18/2015","NM","100 North Mckinney Street","RICE BANCSHARES, INC.","4","0","0","8","0","Navarro","","","2/27/1928","1/1/1934","4/25/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fsbrice-tx.com","10326","","","","","","","","","5072"
"2301","53275","141350","0","The First State Bank","Boise City","OK","73933","12/31/2014","2/18/2015","NM","20 Sw Square","","1","0","0","2","0","Cimarron","","","8/6/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fsbboisecity.com","911","","","","","","","","","883"
"11175","0","305059","4665322","The First State Bank","Abernathy","TX","79311","12/31/2014","2/18/2015","NM","402 Ninth","TURNER BANCSHARES, INC.","1","0","0","2","1","Hale","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fsbabernathy.com","955","","","","","","","","","443"
"17588","12692","888552","1141021","The First State Bank","Louise","TX","77455","12/31/2014","2/18/2015","NM","Highway 59 And Fm Road 1160","LOUISE BANCSHARES, INC.","10","0","0","2","1","Wharton","","","5/7/1956","5/7/1956","10/26/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://fsblouise.com","8004","3256","3","3253","4719","0","0","0","28","8003"
"14361","0","627425","1076057","The First State Bank","Barboursville","WV","25504","12/31/2014","2/18/2015","NM","660 Central Avenue","FIRST BANKSHARES, INC.","4","0","0","4","1","Cabell","26580","Huntington-Ashland, WV-KY-OH","9/1/1905","5/14/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.fsb-wv.com","19771","2715","1579","1136","7668","0","0","0","9388","2726"
"15899","14147","9955","1062425","The First State Bank & Trust Co. of Larned","Larned","KS","67550","12/31/2014","2/18/2015","SM","116 West Sixth Street","FIRST STATE FINANCIAL CORPORATION","4","0","0","2","1","Pawnee","","","1/1/1896","6/26/1942","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.bankkansas.com","22215","","","","","","","","","1658"
"21163","0","297631","1081239","The First State Bank of Arcadia","Arcadia","FL","34265","12/31/2014","2/18/2015","NM","40o North Brevard Avenue","CREWS BANKING CORPORATION","3","0","0","4","1","De Soto","","","7/17/1973","7/17/1973","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.fsbarcadia.com","17273","","","","","","","","","2590"
"12098","0","630041","3584006","The First State Bank of Dongola","Dongola","IL","62926","12/31/2014","2/18/2015","SM","108 Se Front St","TRI-COUNTY HOLDINGS, INC.","2","0","0","6","1","Union","","","5/1/1906","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","","3550","","","","","","","","","1667"
"17661","0","864855","0","The First State Bank of Healy","Healy","KS","67850","12/31/2014","2/18/2015","NM","Jayhawk Plaza On K-4","","1","0","0","2","1","Lane","","","7/10/1906","9/14/1956","12/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fsbhealy.com","6938","","","","","","","","","5698"
"1982","0","615253","1857171","The First State Bank of Malta","Malta","MT","59538","12/31/2014","2/18/2015","SM","1 South 1st Street East","FS BANCO, INC.","1","0","0","2","0","Phillips","","","3/4/1903","1/1/1934","5/27/2010","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.fsbmalta.com","13834","","","","","","","","","622"
"11527","0","644057","0","The First State Bank of Pond Creek, Oklahoma","Pond Creek","OK","73766","12/31/2014","2/18/2015","NM","Second And Broadway Streets","","2","0","0","2","1","Grant","","","9/16/1893","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.fsbpondcreek.com","8896","","","","","","","","","1704"
"15469","0","471057","0","The First State Bank of Ransom","Ransom","KS","67572","12/31/2014","2/18/2015","NM","306 S Vermont Ave","","2","0","0","2","0","Ness","","","1/1/1900","3/4/1937","4/25/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","fsbransom.com","3233","","","","","","","","","2501"
"8191","0","818559","1127548","The First State Bank of Red Wing","Red Wing","MN","55066","12/31/2014","2/18/2015","NM","3209 South Service Drive","NOBLE BANK HOLDING COMPANY, INC.","3","0","0","7","0","Goodhue","","","10/14/1915","1/1/1934","2/18/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.firststatebankredwing.com","19735","","","","","","","","","1271"
"9769","0","760957","2380948","The First State Bank of Rosemount","Rosemount","MN","55068","12/31/2014","2/18/2015","NM","3025 145th Street West","HIGGINS BANCORPORATION, INC.","1","0","0","7","0","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.fsbrosemount.com","8470","","","","","","","","","4507"
"11013","0","686758","1126493","The First State Bank of Shelby","Shelby","MT","59474","12/31/2014","2/18/2015","NM","320 Main Street","PRAIRIE BANCSHARES CORPORATION","1","0","0","2","0","Toole","","","1/1/1910","1/1/1934","11/24/2008","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.fsbshelby.com","10827","","","","","","","","","2244"
"13110","9392","447342","0","The First State Bank, Bourbon, Indiana","Bourbon","IN","46504","12/31/2014","2/18/2015","SM","Main And Center Streets","","2","0","0","8","0","Marshall","","","6/20/1884","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","","19473","","","","","","","","","7233"
"15328","53087","1557","3822687","The First State Bank, Kiowa, Kansas","Kiowa","KS","67070","12/31/2014","2/18/2015","NM","546 Main Street","GRACE INVESTMENT COMPANY, INC. ESOP, THE","1","0","0","2","1","Barber","","","1/1/1935","12/21/1935","4/15/2013","Stock","0","0","FDIC","DIF","Kansas City","DALLAS","Wichita","Kansas City","Western","Western","www.fstbanc.com","4876","","","","","","","","","1900"
"15431","0","791746","1209800","The First Trust & Savings Bank","Marcus","IA","51035","12/31/2014","2/18/2015","SM","100 West Pine Street","FT BANCSHARES, INC.","3","0","0","2","1","Cherokee","","","1/1/1935","10/31/1936","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.1sttrust.com","1750","440","0","440","1124","0","0","0","186","982"
"10831","0","193649","2251776","The First Trust and Savings Bank of Watseka, Illinois","Watseka","IL","60970","12/31/2014","2/18/2015","SM","120 East Walnut Street","FIRST TRUST HOLDINGS, INC., THE","2","0","0","2","0","Iroquois","","","6/28/1909","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.ftsbank.com","25741","","","","","","","","","3928"
"34217","0","2385514","2385493","The First,  A   National Banking Association","Hattiesburg","MS","39402","12/31/2014","2/18/2015","N","6480 Ushwy 98 West","FIRST BANCSHARES, INC., THE","29","0","1","4","0","Lamar","25620","Hattiesburg, MS","8/5/1996","8/5/1996","7/1/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.thefirstbank.com","44281","12029","0","12029","24333","0","0","0","7919","30382"
"4256","10325","439404","1133932","The First, N.A.","Damariscotta","ME","4543","12/31/2014","2/18/2015","N","223 Main Street","FIRST BANCORP, INC., THE","16","0","0","4","0","Lincoln","","","4/19/1864","1/1/1934","10/26/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.thefirst.com","16616","11985","5900","6085","1037","0","0","0","3594","13051"
"17513","15454","739832","2616179","The Fisher National Bank","Fisher","IL","61843","12/31/2014","2/18/2015","N","102 East Division Street","FISHER BANCORP, INC.","2","0","0","8","1","Champaign","16580","Champaign-Urbana, IL","11/18/1955","11/18/1955","2/13/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.fishernational.com","2059","","","","","","","","","1876"
"34573","0","2626794","0","The Foothills Bank","Yuma","AZ","85367","12/31/2014","2/18/2015","NM","11689 S. Foothills Blvd.","","7","0","0","4","0","Yuma","49740","Yuma, AZ","11/3/1997","11/3/1997","8/14/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.foothillsbank.com","19183","","","","","","","","","3644"
"13209","13772","830113","2524443","The Fort Jennings State Bank","Fort Jennings","OH","45844","12/31/2014","2/18/2015","NM","120 North Water St.","FJSB BANCSHARES, INC.","5","0","0","4","0","Putnam","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.fjsb.com","4464","","","","","","","","","4124"
"16416","52377","125154","4208961","The Fort Sill National Bank","Fort Sill","OK","73503","12/31/2014","2/18/2015","N","1647 Randolph Road","JRMB II, INC","84","0","1","7","1","Comanche","30020","Lawton, OK","7/1/1946","7/1/1946","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fsnb.com","55015","42157","1662","40495","919","0","0","0","11939","42979"
"5768","11304","145844","3033045","The Fountain Trust Company","Covington","IN","47932","12/31/2014","2/18/2015","NM","1 Fountain Square","PIPER HOLDINGS, INC.","11","0","0","2","0","Fountain","","","1/1/1903","1/1/1934","6/2/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.fountaintrust.com","16352","","","","","","","","","3665"
"15904","0","7634","1416457","The Four County Bank","Allentown","GA","31003","12/31/2014","2/18/2015","NM","959 Main Street","FOUR COUNTY BANCSHARES, INC.","1","0","0","4","1","Wilkinson","","","9/15/1941","7/13/1942","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","THEFOURCOUNTYBANK.COM","5686","","","","","","","","","1107"
"13450","0","843953","2006471","The Fowler State Bank","Fowler","KS","67844","12/31/2014","2/18/2015","NM","401 Main Street","FSB BANKSHARES, INC.","3","0","0","2","1","Meade","","","4/13/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.fowlerstatebank.org","2597","","","","","","","","","2593"
"57184","0","3019982","0","The Freedom Bank of Virginia","Vienna","VA","22181","12/31/2014","2/18/2015","SM","502 Maple Avenue West","","3","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/23/2001","7/23/2001","4/17/2008","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","","5941","","","","","","","","","1540"
"18067","54793","739159","4442701","The Freeport State Bank","Harper","KS","67058","12/31/2014","2/18/2015","NM","807 West 14th Street","FREEPORT BANCSHARES, INC.","2","0","0","2","0","Harper","","","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.freeportstatebank.net","4640","","","","","","","","","1753"
"13130","0","427241","1401154","The Friendship State Bank","Friendship","IN","47021","12/31/2014","2/18/2015","SM","5908 E Main Street","FRIENDSHIP BANCORP","6","0","0","5","0","Ripley","","","10/26/1912","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.friendshipstatebank.com","11646","2876","1412","1464","8563","0","0","0","207","2898"
"5406","0","150352","1052314","The Fullerton National Bank","Fullerton","NE","68638","12/31/2014","2/18/2015","N","4th And Broadway","WOODSTOCK LAND AND CATTLE COMPANY","1","0","0","2","1","Nance","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.fullertonnational.com","9494","","","","","","","","","127"
"10898","10493","473341","1209891","The Garnavillo Savings Bank","Garnavillo","IA","52049","12/31/2014","2/18/2015","NM","101 S. Main Street","GARNAVILLO BANK CORPORATION","1","0","0","2","1","Clayton","","","7/18/1904","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.garnavillobank.com","881","","","","","","","","","632"
"8074","10656","465243","1210011","The Garrett State Bank","Garrett","IN","46738","12/31/2014","2/18/2015","SM","120 West King Street","G.S.B. FINANCIAL CORPORATION","3","0","0","5","1","De Kalb","","","11/1/1893","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.garrettstatebank.com","13978","","","","","","","","","1253"
"16472","0","999355","0","The Gary State Bank","Gary","MN","56545","12/31/2014","2/18/2015","NM","112 Main Ave","","1","0","0","2","1","Norman","","","8/17/1946","8/17/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","","1845","","","","","","","","","598"
"2285","12949","504311","1071388","The Genoa Banking Company","Genoa","OH","43430","12/31/2014","2/18/2015","SM","801 Main Street","GENBANC, INC.","6","0","0","4","0","Ottawa","","","9/9/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","genoabank.com","10961","","","","","","","","","8207"
"2154","0","305237","0","The Geo. D. Warthen Bank","Sandersville","GA","31082","12/31/2014","2/18/2015","NM","216 North Harris Street","","2","0","0","8","0","Washington","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","WWW.GDWBANK.COM","5378","","","","","","","","","1273"
"899","0","663638","3420702","The Gerber State Bank","Argenta","IL","62501","12/31/2014","2/18/2015","NM","110 East Elm Street","GERBER BANCSHARES, INC.","2","0","0","2","1","Macon","19500","Decatur, IL","1/1/1887","1/1/1934","1/9/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.gerberstatebank.com","7999","","","","","","","","","1223"
"10467","0","557438","1916920","The Gifford State Bank","Gifford","IL","61847","12/31/2014","2/18/2015","NM","304 South Main Street","GIFFORD BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","4","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1885","1/1/1934","7/9/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.giffordbank.com","10097","","","","","","","","","9837"
"4673","0","928056","1064915","The Girard National Bank","Girard","KS","66743","12/31/2014","2/18/2015","N","100 East Forest Avenue","GN BANKSHARES, INC.","12","0","1","2","0","Crawford","","","7/1/1929","1/1/1934","8/25/2007","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","http://www.gn-bank.com","22456","9329","5885","3444","2997","0","0","0","10130","9328"
"27567","0","508270","0","The Glen Burnie Mutual Savings Bank","Glen Burnie","MD","21061","12/31/2014","2/18/2015","SB","1 Crain Highway, S","","1","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","5/5/1896","8/8/1989","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","","14127","","","","","","","","","1531"
"10236","15739","821157","1123803","The Goose River Bank","Mayville","ND","58257","12/31/2014","2/18/2015","NM","44 Main Street West","GOOSE RIVER HOLDING COMPANY","3","0","0","2","1","Traill","","","10/27/1881","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.gooseriverbank.com","9938","","","","","","","","","5794"
"17114","0","745150","0","The Gorham State Bank","Gorham","KS","67640","12/31/2014","2/18/2015","NM","129 Market Street","","2","0","0","2","0","Russell","","","1/1/1905","6/2/1952","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","WWW.GORHAMSTATEBANK.COM","10956","","","","","","","","","1001"
"3232","0","272151","1137257","The Granger National Bank","Granger","TX","76530","12/31/2014","2/18/2015","N","201 West Davilla","GRANGER BANCSHARES, INC.","1","0","0","2","0","Williamson","12420","Austin-Round Rock, TX","3/8/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.grangernationalbank.com","11857","","","","","","","","","560"
"11953","12008","718538","1131750","The Grant County Bank","Petersburg","WV","26847","12/31/2014","2/18/2015","NM","3 North Main Street","HIGHLANDS BANKSHARES, INC.","7","0","0","4","0","Grant","","","8/6/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.grantcountybank.com","6850","","","","","","","","","3485"
"13983","0","560830","1206171","The Granville National Bank","Granville","IL","61326","12/31/2014","2/18/2015","N","328 South Mccoy Street","GRANVILLE BANCSHARES, INC.","1","0","0","8","0","Putnam","","","2/27/1934","2/27/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.gnbonline.com","9520","845","375","470","5045","0","0","0","3630","1436"
"14863","12381","557317","1140640","The Gratz Bank","Gratz","PA","17030","12/31/2014","2/18/2015","NM","32 West Market Street","GNB FINANCIAL SERVICES, INC.","4","0","0","8","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/3/1934","11/3/1934","11/26/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.gratzbank.com","33297","","","","","","","","","5257"
"12078","0","501039","2470090","The Greenville Banking Company","Greenville","GA","30222","12/31/2014","2/18/2015","NM","412 Lagrange Street","MERIWETHER BANK SHARES, INC.","1","0","0","7","0","Meriwether","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.greenvillebank.com","4986","","","","","","","","","4986"
"11623","13014","576644","3618536","The Greenwood's State Bank","Lake Mills","WI","53551","12/31/2014","2/18/2015","NM","117 North Main Street","GREENWOODS FINANCIAL GROUP, INC.","7","0","0","4","0","Jefferson","","","10/22/1883","1/1/1934","12/16/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.greenwoodsstatebank.com","4449","","","","","","","","","2910"
"11469","0","94456","0","The Guide Rock State Bank","Guide Rock","NE","68942","12/31/2014","2/18/2015","NM","401 University Avenue","","2","0","0","2","0","Webster","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.grsbank.com","6514","","","","","","","","","2634"
"18194","10540","831008","0","The Guilford Savings Bank","Guilford","CT","6437","12/31/2014","2/18/2015","SB","One Park Street","","7","0","0","5","0","New Haven","35300","New Haven-Milford, CT","12/6/1875","7/1/1960","3/20/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","http://www.guilfordsavings.com","9397","2900","1247","1653","1864","0","0","0","4633","4658"
"11259","11014","502559","1052387","The Gunnison Bank and Trust Company","Gunnison","CO","81230","12/31/2014","2/18/2015","SM","232 West Tomichi Avenue","LINDOE, INC.","2","0","0","4","0","Gunnison","","","12/23/1910","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.gunnisonbank.com","10310","","","","","","","","","1258"
"17451","0","747257","1064513","The Halstead Bank","Halstead","KS","67056","12/31/2014","2/18/2015","SM","314 Main Street","WILLIAMS HOLDING COMPANY, INC.","5","0","0","2","1","Harvey","48620","Wichita, KS","3/10/1882","6/8/1955","4/1/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.halsteadbank.com","6911","","","","","","","","","3113"
"15606","11974","723550","1854303","The Hamilton Bank","Hamilton","MO","64644","12/31/2014","2/18/2015","NM","111 North Davis Street","PRISM GROUP, INC.","3","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","6/11/1938","6/11/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.hamiltonbank.net","6250","","","","","","","","","3059"
"14920","15867","887827","0","The Hamler State Bank","Hamler","OH","43524","12/31/2014","2/18/2015","SM","210 Randolph Street","","1","0","0","2","1","Henry","","","1/1/1921","12/15/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","WWW.HAMLERSTATEBANK.COM","2007","","","","","","","","","1645"
