cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s
"34125","14769","2399119","2900355","The First Capital Bank of Kentucky","Louisville","KY","40207","12/31/2014","2/18/2015","SM","293 North Hubbards Lane","FCB BANCORP, INC.","11","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","2/6/1996","2/6/1996","3/11/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.fcbok.com","59258","23692","10987","10555","14024"
"15214","0","538222","2024318","The First Central National Bank of St. Paris","St. Paris","OH","43072","12/31/2014","2/18/2015","N","103 South Springfield","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Champaign","","","8/8/1880","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firststparis.com","18798","9397","4829","3828","744"
"14355","0","230423","0","The First Citizens National Bank of Upper Sandusky","Upper Sandusky","OH","43351","12/31/2014","2/18/2015","N","100 North Sandusky","","7","0","0","8","0","Wyandot","","","12/1/1902","5/11/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firstcitizensnational.com","21378","5738","7351","6584","1706"
"6212","11281","58207","1132636","The First Colebrook Bank","Colebrook","NH","3576","12/31/2014","2/18/2015","NM","132 Main Street","FIRST COLEBROOK BANCORP, INC.","4","0","0","4","0","Coos","","","11/1/1889","1/1/1934","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","http://www.firstcolebrookbank.com","33738","5296","13164","11839","3439"
"2721","10796","511618","1071043","The First Commonwealth Bank of Prestonsburg, Inc.","Prestonsburg","KY","41653","12/31/2014","2/18/2015","NM","311 North Arnold Avenue","FIRST PRESTONSBURG BANCSHARES, INC.","12","0","0","8","1","Floyd","","","5/12/1904","1/1/1934","4/22/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.myfcb.com","41580","7469","18802","8994","6315"
"4222","12805","353957","0","The First Farmers National Bank of Waurika","Waurika","OK","73573","12/31/2014","2/18/2015","N","106 North Main","","1","0","0","2","1","Jefferson","","","3/26/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.ffnbank.com","3822","1401","2047","319","55"
"3301","0","629353","1233627","The First Liberty National Bank","Liberty","TX","77575","12/31/2014","2/18/2015","N","1900 Sam Houston Street","FIRST LIBERTY NATIONAL BANCSHARES, INC.","2","0","0","8","1","Liberty","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1913","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","flnb.com","28403","6457","13252","6316","2378"
"3817","14344","388940","1407071","The First National Bank","Mattoon","IL","61938","12/31/2014","2/18/2015","N","511 Lake Land Boulevard","MGB BANCSHARES, INC.","2","0","0","4","1","Coles","","","9/1/1904","1/1/1934","2/18/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.fnbbankingcenters.com","10517","944","2910","4474","2189"
"3840","0","137447","1099654","The First National Bank","Vandalia","IL","62471","12/31/2014","2/18/2015","N","432 West Gallatin Street","FIRST VANDALIA CORP.","7","0","0","2","0","Fayette","","","1/1/1865","1/1/1934","9/27/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.thefnb.com","37962","14194","11762","9228","2778"
"4086","13889","114457","2293507","The First National Bank & Trust","Elk City","OK","73644","12/31/2014","2/18/2015","N","2714 West Third Street","WESTERN OKLAHOMA FINANCIAL SERVICES, INC.","3","0","0","4","1","Beckham","","","4/19/1901","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fnbec.com","35662","11312","17632","4328","2390"
"5062","11932","251558","1416671","The First National Bank & Trust Company of Iron Mountain","Iron Mountain","MI","49801","12/31/2014","2/18/2015","N","233 South Stephenson Avenue","FNB BANCSHARES, INC.","8","0","0","4","0","Dickinson","","","1/1/1887","1/1/1934","4/23/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","www.fnbimk.com","31116","11604","7532","7067","4913"
"14583","11579","678043","1206537","The First National Bank & Trust Company of Rochelle","Rochelle","IL","61068","12/31/2014","2/18/2015","N","340 May Mart Drive","OGLE COUNTY BANCSHARES, INC.","3","0","0","2","1","Ogle","","","7/12/1934","7/12/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.fnbrochelle.com","29262","4837","11400","9476","3549"
"5307","0","675949","1208876","The First National Bank - Fox Valley","Neenah","WI","54956","12/31/2014","2/18/2015","N","550 South Green Bay Road","FIRST MENASHA BANCSHARES, INC.","5","0","0","4","0","Winnebago","36780","Oshkosh-Neenah, WI","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.fnbfoxvalley.com","33509","6452","16740","8435","1882"
"2779","0","670430","1141302","The First National Bank and Trust","Atmore","AL","36502","12/31/2014","2/18/2015","N","111 South Main Street","FIRST SUNCOAST TRUST BANCSHARES, INC.","4","0","0","8","1","Escambia","","","1/1/1915","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.fnbandt.com","16909","3668","9760","3227","254"
"4062","0","154154","1065163","The First National Bank and Trust Co., Chickasha, Oklahoma","Chickasha","OK","73018","12/31/2014","2/18/2015","N","302 Chickasha Avenue","FIRST INDEPENDENT BANCORP, INC.","11","0","0","4","0","Grady","36420","Oklahoma City, OK","8/21/1892","1/1/1934","3/1/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankfnbt.com","43866","14145","22935","4370","2415"
"5285","10388","207845","1209042","The First National Bank and Trust Company","Beloit","WI","53511","12/31/2014","2/18/2015","N","345 East Grand Avenue","CENTRE 1 BANCORP, INC.","13","0","1","4","0","Rock","27500","Janesville-Beloit, WI","7/1/1882","1/1/1934","11/6/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.bankatfirstnational.com","97269","10205","25534","48656","12874"
"4050","9945","145554","1062050","The First National Bank and Trust Company of Broken Arrow","Broken Arrow","OK","74012","12/31/2014","2/18/2015","N","121 South Main Street","FIRST BROKEN ARROW CORPORATION","4","0","0","4","0","Tulsa","46140","Tulsa, OK","1/29/1904","1/1/1934","7/24/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fnbba.com","16402","4027","7744","3515","1116"
"4148","0","837158","1061316","The First National Bank and Trust Company of Miami","Miami","OK","74354","12/31/2014","2/18/2015","N","2 North Main Street","FIRST MIAMI BANCSHARES, INC.","3","0","0","2","0","Ottawa","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.fnbmiami.com","14717","3925","7069","3071","652"
"4170","11650","634955","1056330","The First National Bank and Trust Company of Okmulgee","Okmulgee","OK","74447","12/31/2014","2/18/2015","N","610 East Eighth Street","FIRST OKMULGEE CORPORATION","4","0","0","4","1","Okmulgee","46140","Tulsa, OK","4/2/1917","1/1/1934","8/9/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.firstokmulgee.com","32345","7745","16123","7530","947"
"4218","14185","288358","2072252","The First National Bank and Trust Company of Vinita","Vinita","OK","74301","12/31/2014","2/18/2015","N","102 West Illinois","CRACO, INC.","4","0","0","8","1","Craig","","","3/15/1892","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fnbvinita.com","16491","4075","7697","4455","264"
"14534","0","45047","1099805","The First National Bank at Paris","Paris","AR","72855","12/31/2014","2/18/2015","N","Main And Elm Streets","UNION BANKSHARES, INC.","4","0","0","2","1","Logan","","","9/1/1891","6/29/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.firstparis.net","20352","4748","14112","1401","91"
"14853","0","794653","1142952","The First National Bank at St. James","Saint James","MN","56081","12/31/2014","2/18/2015","N","202 1st Ave S","FIRST NATIONAL AGENCY AT SAINT JAMES, INC.","1","0","0","2","0","Watonwan","","","10/31/1934","10/31/1934","11/26/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.fnbstjames.com","4180","825","1625","1730","0"
"4031","0","245351","1056134","The First National Bank in Altus","Altus","OK","73521","12/31/2014","2/18/2015","N","110 East Broadway","FIRST ALTUS BANCORP, INC.","6","0","0","2","1","Jackson","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","WWW.FNBALTUS.COM","21966","4104","10289","6353","1220"
"14674","13187","656032","1491753","The First National Bank in Amboy","Amboy","IL","61310","12/31/2014","2/18/2015","N","220 East Main Street","AMBOY BANCORP, INC.","3","0","0","2","1","Lee","","","8/11/1934","8/11/1934","11/26/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.fnbamboy.com","34213","7650","15979","9382","1202"
"14761","10905","614948","1099618","The First National Bank in Carlyle","Carlyle","IL","62231","12/31/2014","2/18/2015","N","891 Fairfax Street","FIRST NATIONAL BANCORPORATION IN CARLYLE, INC.","3","0","0","2","0","Clinton","41180","St. Louis, MO-IL","1/1/1878","1/1/1934","6/30/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.1nbcarlyle.com","25741","4205","8842","9511","3183"
"4638","0","677354","1051625","The First National Bank in Cimarron","Cimarron","KS","67835","12/31/2014","2/18/2015","N","121 North Main","FIRST NATIONAL AGENCY, INC.","2","0","0","2","1","Gray","","","5/21/1929","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbcimarron.com","10441","4374","4835","1232","0"
"3149","0","767152","1249280","The First National Bank in Cooper","Cooper","TX","75432","12/31/2014","2/18/2015","N","11 West Side Square","COOPER LAKE FINANCIAL CORPORATION","1","0","0","8","0","Delta","","","1/15/1891","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbcooper.com","8085","2193","3672","1382","838"
"4444","0","214843","1978713","The First National Bank in Creston","Creston","IA","50801","12/31/2014","2/18/2015","N","101 West Adams Street","NORTHWEST FINANCIAL CORP.","3","0","0","2","1","Union","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.fnbcreston.com","38636","6237","13484","12399","6516"
"14095","0","442655","0","The First National Bank in Falfurrias","Falfurrias","TX","78355","12/31/2014","2/18/2015","N","200 South St Mary Street","","1","0","0","7","1","Brooks","","","1/1/1934","3/21/1934","12/11/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.fnbfal.com","3792","1045","2591","156","0"
"26260","13959","17259","2096164","The First National Bank in Marlow","Marlow","OK","73055","12/31/2014","2/18/2015","N","301 West Main Street","LEADER FIRST BANCORP, INC.","3","0","0","8","1","Stephens","","","1/24/1985","1/24/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","WWW.FNBMARLOW.COM","10778","2146","4671","3491","470"
"4016","12075","326858","1126354","The First National Bank in Sioux Falls","Sioux Falls","SD","57101","12/31/2014","2/18/2015","N","100 South Phillips Avenue","MINNEHAHA BANSHARES, INC.","17","0","0","2","0","Minnehaha","43620","Sioux Falls, SD","9/8/1885","1/1/1934","4/1/2007","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.fnbsf.com","136238","32387","24451","43793","35607"
"14924","0","126740","1902754","The First National Bank in Staunton","Staunton","IL","62088","12/31/2014","2/18/2015","N","115 South Elm Street","FIRST STAUNTON BANCSHARES, INC.","9","0","0","4","1","Macoupin","41180","St. Louis, MO-IL","12/12/1934","12/17/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","WWW.FNBSTAUNTON.COM","99596","10362","33088","42793","13353"
"3749","0","353546","1492497","The First National Bank in Tremont","Tremont","IL","61568","12/31/2014","2/18/2015","N","134 South Sampson Street","TREMONT BANCORP, INC.","3","0","0","2","0","Tazewell","37900","Peoria, IL","11/18/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://WWW.TREMONTBANK.COM","12627","2299","6381","3940","6"
"14584","0","474058","1054073","The First National Bank in Trinidad","Trinidad","CO","81082","12/31/2014","2/18/2015","N","100 East Main Street","REPUBLIC TRINIDAD CORPORATION","5","0","1","8","1","Las Animas","","","4/16/1875","7/13/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.FNBTRINIDAD.COM","26121","7770","13740","4611","0"
"5268","13380","774655","3519316","The First National Bank in Wadena","Wadena","MN","56482","12/31/2014","2/18/2015","N","25 Bryant Avenue, S.W.","FIRST NATIONAL BANK IN WADENA EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST, THE","1","0","0","8","0","Wadena","","","1/1/1892","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","http://www.fnbwadena.com","10767","1861","4456","3425","1025"
"6442","0","188917","2579612","The First National Bank of Absecon","Absecon","NJ","8201","12/31/2014","2/18/2015","N","106 New Jersey Avenue","ABSECON BANCORP","4","0","0","7","0","Atlantic","12100","Atlantic City-Hammonton, NJ","3/20/1916","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.fnbabsecon.com","15375","3045","7591","3239","1500"
"3067","0","340751","1246926","The First National Bank of Albany","Albany","TX","76430","12/31/2014","2/18/2015","N","100 South Main Street","ALBANY BANCSHARES, INC.","4","0","0","4","1","Shackelford","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.fnbab.com","29672","10807","17816","788","261"
"12365","13905","990642","2227409","The First National Bank of Allendale","Allendale","IL","62410","12/31/2014","2/18/2015","N","301 East Main Street","ALLENDALE BANCORP, INC","2","0","0","2","0","Wabash","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.e-firstnationalbank.com","22215","3640","9682","7029","1864"
"3075","0","362155","1108323","The First National Bank of Anderson","Anderson","TX","77830","12/31/2014","2/18/2015","N","1071 Hwy 90 South","FIRST ANDERSON BANCSHARES, INC.","2","0","0","2","0","Grimes","","","7/5/1904","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.fnbanderson.com","16043","3673","9321","1935","1114"
"3078","0","366359","1103702","The First National Bank of Anson","Anson","TX","79501","12/31/2014","2/18/2015","N","1021 12th Street","ANSON BANCSHARES, INC.","2","0","0","8","1","Jones","10180","Abilene, TX","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbanson.com","4151","1142","2230","649","130"
"3599","15737","593333","2734073","The First National Bank of Arenzville","Arenzville","IL","62611","12/31/2014","2/18/2015","N","110 South Charles Street","ARENZVILLE BANCORP, INC","3","0","0","2","1","Cass","","","1/1/1882","1/1/1934","3/26/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.fnbarenzville.com","11345","2254","5418","2279","1394"
"3079","0","138257","0","The First National Bank of Aspermont","Aspermont","TX","79502","12/31/2014","2/18/2015","N","136 West 7th Street","","1","0","0","2","1","Stonewall","","","4/21/1901","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fnbaspermont.com","4016","2104","1912","0","0"
"3600","0","604033","0","The First National Bank of Assumption","Assumption","IL","62510","12/31/2014","2/18/2015","N","141 North Chestnut Street","","1","0","0","2","0","Christian","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","","2235","724","915","596","0"
"3761","13846","858443","1134603","The First National Bank of Ava","Ava","IL","62907","12/31/2014","2/18/2015","N","304 West Main Street","HEADQUARTERS HOLDING COMPANY","1","0","0","2","0","Jackson","16060","Carbondale-Marion, IL","1/1/1917","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fnbava.com","15086","3830","5462","4180","1614"
"5087","0","392255","1122413","The First National Bank of Bagley","Bagley","MN","56621","12/31/2014","2/18/2015","N","31 Central Street East","FIRST NATIONAL AGENCY OF BAGLEY, INC.","2","0","0","2","1","Clearwater","","","6/2/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.fnbbagley.com","8424","1345","3568","2793","718"
"3087","0","160454","1106990","The First National Bank of Ballinger","Ballinger","TX","76821","12/31/2014","2/18/2015","N","911 Hutchings Avenue","TEXAS COUNTRY BANCSHARES, INC.","3","0","0","4","1","Runnels","","","6/29/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbballinger.com","14680","4540","8165","1737","238"
"5337","13186","627854","1124163","The First National Bank of Bangor","Bangor","WI","54614","12/31/2014","2/18/2015","N","1798 Commercial Street","BOSSHARD BANCO, LTD.","5","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/1/1903","1/1/1934","9/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","","23845","4870","13252","5167","556"
"3762","0","857941","0","The First National Bank of Barry","Barry","IL","62312","12/31/2014","2/18/2015","N","694 Bainbridge","","4","0","0","2","1","Pike","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.fnbbarry.com","25469","6294","12723","6067","385"
"3091","13670","18050","2410304","The First National Bank of Bastrop","Bastrop","TX","78602","12/31/2014","2/18/2015","N","489 Highway 71 West","BASTROP BANCSHARES, INC.","6","0","0","4","1","Bastrop","12420","Austin-Round Rock, TX","8/15/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.fnbbastrop.com","47856","11624","27356","8764","112"
"5090","0","333052","1125290","The First National Bank of Battle Lake","Battle Lake","MN","56515","12/31/2014","2/18/2015","N","101 Lake Avenue South","HENNING BANCSHARES, INC.","1","0","0","8","1","Otter Tail","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","FNBBATTLELAKE.COM","14075","1950","6794","3315","2016"
"3607","0","368933","1839177","The First National Bank of Beardstown","Beardstown","IL","62618","12/31/2014","2/18/2015","N","300 Washington Street","MASCOUTEN BANCORP, INC.","3","0","0","2","1","Cass","","","2/24/1887","1/1/1934","7/2/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.bankingyoufirst","17433","3228","9443","3928","834"
"3095","0","28255","1130771","The First National Bank of Beeville","Beeville","TX","78102","12/31/2014","2/18/2015","N","1400 East Houston Street","FIRST BEEVILLE FINANCIAL CORPORATION","3","0","0","4","0","Bee","","","3/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.fnbsotx.com","13073","3940","7067","1726","341"
"6528","12939","243414","1071258","The First National Bank of Bellevue","Bellevue","OH","44811","12/31/2014","2/18/2015","N","120 North Street","FIRST BANCSHARES INC.","6","0","0","4","0","Huron","","","9/15/1875","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.fnblifetime.com","19160","7915","6542","3663","1040"
"3099","0","91754","2112439","The First National Bank of Bellville","Bellville","TX","77418","12/31/2014","2/18/2015","N","100 East Main Street","INDUSTRY BANCSHARES, INC.","3","0","0","7","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","7/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.fnbbellville.com","42668","10835","23248","7206","1379"
"4630","15384","1011553","1063244","The First National Bank of Beloit","Beloit","KS","67420","12/31/2014","2/18/2015","N","101 East Main Street","FIRST NATIONAL BANKSHARES OF BELOIT, INC.","1","0","0","2","0","Mitchell","","","1/1/1884","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbbeloit.com","12532","4853","6396","1283","0"
"5093","0","363657","1248546","The First National Bank of Bemidji","Bemidji","MN","56601","12/31/2014","2/18/2015","N","1600 Paul Bunyan Dr","FIRST NATIONAL BANK OF BEMIDJI ESOP AND TRUST","4","0","0","8","1","Beltrami","","","11/27/1897","1/1/1934","2/19/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.fnbbemidji.com","122750","22253","39360","41335","19802"
"5286","13100","111942","1889538","The First National Bank of Berlin","Berlin","WI","54923","12/31/2014","2/18/2015","N","140 West Huron Street","FIRST BERLIN BANCORP, INC.","8","0","0","4","0","Green Lake","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.firstnationalbanks.biz","35259","5571","17054","11543","1091"
"6530","0","735414","1859193","The First National Bank of Blanchester","Blanchester","OH","45107","12/31/2014","2/18/2015","N","121 East Main Street","FIRST BLANCHESTER BANCSHARES, INC.","1","0","0","5","0","Clinton","","","3/8/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.fnbblanchester.com","3977","636","2043","1056","242"
"2682","12369","798512","2262503","The First National Bank of Brooksville","Brooksville","KY","41004","12/31/2014","2/18/2015","N","105 Locust St","FNB BANCSHARES, INC.","2","0","0","8","1","Bracken","17140","Cincinnati, OH-KY-IN","7/7/1907","1/1/1934","9/10/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.fnbfirst.com","11013","4338","3196","1464","2015"
"3770","0","207041","2199083","The First National Bank of Brownstown","Brownstown","IL","62418","12/31/2014","2/18/2015","N","108 East Main Street","FIRST BROWNSTOWN BANCORP, INC","1","0","0","2","0","Fayette","","","6/1/1913","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fnbbrownstown.com","6520","726","1933","1126","2734"
"2786","0","465337","1245684","The First National Bank of Brundidge","Brundidge","AL","36010","12/31/2014","2/18/2015","N","137 South Main Street","FIRST BRUNDIDGE BANCSHARES, INC.","2","0","0","8","0","Pike","","","10/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.f-n-b.com","16512","3491","8858","3423","740"
"5105","0","108652","3288911","The First National Bank of Buhl","Buhl","MN","55713","12/31/2014","2/18/2015","N","121 State Street","TIMBERLAND BANCORP","2","0","0","4","1","Saint Louis","20260","Duluth, MN-WI","2/1/1902","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.fnbob.com","1166","236","758","172","0"
"3777","14587","209148","1098929","The First National Bank of Carmi","Carmi","IL","62821","12/31/2014","2/18/2015","N","201 East Main Street","SOUTHERN ILLINOIS BANCORP, INC.","10","0","1","4","0","White","","","12/20/1893","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","WWW.FIRSTBANK.BZ","63962","8565","24364","24470","6563"
"2735","14512","907444","2744849","The First National Bank of Carrollton","Carrollton","KY","41008","12/31/2014","2/18/2015","N","604 Highland Avenue","PORT WILLIAM BANCSHARES, INC.","2","0","0","8","1","Carroll","","","1/1/1881","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.fnbcarrollton.com","17826","3396","7630","5002","1798"
"3615","0","307932","1246793","The First National Bank of Catlin","Catlin","IL","61817","12/31/2014","2/18/2015","N","202 South Sandusky Street","BUTLER POINT, INC.","3","0","0","4","0","Vermilion","19180","Danville, IL","5/28/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.catlinbank.com","4867","983","2678","1114","92"
"3136","11549","880556","1105395","The First National Bank of Chillicothe","Chillicothe","TX","79225","12/31/2014","2/18/2015","N","200 Avenue H","NORTHERN BANCSHARES, INC.","2","0","0","2","1","Hardeman","","","3/26/1924","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fnbchill.com","10224","3886","4626","1653","57"
"3636","0","685733","1138384","The First National Bank of Chrisman","Chrisman","IL","61924","12/31/2014","2/18/2015","N","147 West Monroe Avenue","CHRISMAN BANCORP, INC.","1","0","0","2","1","Edgar","","","1/29/1904","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.fnbchrisman.com","8878","2433","5556","889","0"
"5115","0","280558","1125320","The First National Bank of Cokato","Cokato","MN","55321","12/31/2014","2/18/2015","N","365 South Broadway","KNOFF BANCSHARES, INC.","1","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/1916","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.fnbcokato.com","4191","798","1821","1495","77"
"5117","12953","311658","1122217","The First National Bank of Coleraine","Coleraine","MN","55722","12/31/2014","2/18/2015","N","423 Roosevelt Street","JAN-MAR CORP.","2","0","0","7","0","Itasca","","","1/1/1906","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.ColeraineBank.com","11445","1785","4992","2742","1926"
