cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"10280","0","760210","1249909","The Farmers and Merchants Bank","Caldwell","OH","43724","12/31/2014","2/18/2015","NM","430 North Street","FARMMERC, INC.","1","0","0","8","0","Noble","","","1/20/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.thefarmersandmerchantsbank.com","5301","303","4998","200","275","0","93","0","182","2807","1648","423","736","2266","1","663","1604","0","1604","0","1604","249","508","0","1603.29"
"1843","13095","629746","1135507","The Farmers and Merchants Bank","Boswell","IN","47921","12/31/2014","2/18/2015","NM","302 South Old Us Highway 41","FARMERS AND MERCHANTS BANCORP, THE","4","0","0","2","0","Benton","29200","Lafayette-West Lafayette, IN","4/23/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.fmbank.org","3808","291","3517","0","441","3","368","0","70","3212","1827","361","1024","746","14","218","542","0","542","0","542","52","286","0","532.06"
"4097","12114","73152","1065211","The Farmers and Merchants National Bank of Fairview","Fairview","OK","73737","12/31/2014","2/18/2015","N","312 North Main","FAIRVIEW BANCSHARES, INC.","1","0","0","2","1","Major","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fairviewbank.com","3744","272","3472","0","659","0","328","0","331","2215","1432","192","591","1916","0","0","1916","0","1916","0","1916","11","1270","0","1916"
"3934","0","668053","3435957","The Farmers and Merchants National Bank of Hatton","Hatton","ND","58240","12/31/2014","2/18/2015","N","415 Seventh Street","HATTON BANCSHARES, INC.","2","0","0","4","0","Traill","","","9/19/1905","1/1/1934","10/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","fmnb.net","976","93","883","0","42","0","18","0","24","899","418","149","332","26","14","0","40","0","40","0","40","-10","0","0","26"
"3821","14361","513546","2931331","The Farmers and Merchants National Bank of Nashville","Nashville","IL","62263","12/31/2014","2/18/2015","N","120 West St. Louis Street","FARMERS AND MERCHANTS BANCSHARES, INC.","7","0","0","2","1","Washington","","","5/10/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.bankwithfmb.com","5818","634","5184","60","1209","0","396","0","813","4466","2204","1015","1247","1867","137","29","1975","0","1975","0","1975","-1","1522","0","1839.37"
"13999","0","425050","1127856","The Farmers and Merchants State Bank","Scotland","SD","57059","12/31/2014","2/18/2015","NM","550 Main Street","SCOTLAND HOLDING COMPANY","1","0","0","2","0","Bon Homme","","","3/6/1934","3/6/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://wwwfmsbscotland.com","1021","57","964","0","91","0","87","0","4","884","519","142","223","171","0","23","148","0","148","0","148","1","36","0","148"
"17719","0","141453","1059694","The Farmers and Merchants State Bank of Argonia","Argonia","KS","67004","12/31/2014","2/18/2015","NM","101 S Main Street","FARMERS AND MERCHANTS FINANCIAL CORPORATION","2","0","0","2","0","Sumner","48620","Wichita, KS","10/1/1901","2/15/1957","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.farmersandmerchants.com","1841","209","1632","23","224","0","84","0","140","1590","983","208","399","243","44","70","217","0","217","0","217","25","135","200","183.56"
"17089","0","212335","1081314","The Farmers Bank","Forsyth","GA","31029","12/31/2014","2/18/2015","NM","88 North Lee Street","PERSONS BANKING CO., INC.","1","0","0","4","1","Monroe","31420","Macon, GA","1/1/1910","3/28/1952","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.farmersbank.net","2409","147","2262","10","266","0","459","0","-193","2583","700","202","1681","-65","0","0","-65","0","-65","0","-65","161","0","0","-65"
"1696","10900","901938","1086122","The Farmers Bank","Portland","TN","37148","12/31/2014","2/18/2015","NM","120 Village Drive","FIRST FARMERS BANCSHARES, INC.","10","0","0","4","0","Sumner","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/12/1912","1/1/1934","9/29/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.thefarmersbank.net","23883","2793","21090","3599","4174","0","2295","0","1879","15899","9250","1758","4891","5766","1","1422","4345","0","4345","0","4345","3735","1560","0","4344.25"
"4054","53315","998657","1067907","The Farmers Bank","Carnegie","OK","73015","12/31/2014","2/18/2015","NM","31 West Main Street","FARMERS BANCAPITAL CORPORATION, THE","1","0","0","2","1","Caddo","","","10/27/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","","1749","108","1641","180","330","0","188","0","142","1655","956","203","496","136","0","0","136","0","136","0","136","487","12","0","136"
"14894","13393","485214","1071771","The Farmers Bank","Nicholasville","KY","40356","12/31/2014","2/18/2015","NM","200 North Main Street","FARMERS BANCORP OF NICHOLASVILLE, INC.","4","0","0","4","0","Jessamine","30460","Lexington-Fayette, KY","1/1/1934","11/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.myfarmersbank.net","4529","284","4245","120","443","0","393","0","50","3687","2010","397","1280","881","1","256","626","0","626","0","626","219","65","0","625.29"
"14102","8982","525446","4441432","The Farmers Bank","Hardinsburg","KY","40143","12/31/2014","2/18/2015","SM","1119 Old Highway 60 East","C & J BENNETT FAMILY LIMITED PARTNERSHIP","3","0","0","4","0","Breckinridge","","","1/1/1902","3/23/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.thefarmersbank-ky.com","4712","328","4384","4","751","0","546","0","205","2597","1409","357","831","2534","0","672","1862","0","1862","0","1862","12","0","0","1862"
"5709","0","11837","1246252","The Farmers Bank","Greensboro","GA","30642","12/31/2014","2/18/2015","NM","202-A South Main Street","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","4","0","Greene","","","9/6/1911","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.farmbk.com","3382","573","2809","0","-750","0","143","0","-893","2156","1113","166","877","-97","388","37","254","0","254","0","254","611","0","0","-83.56"
"769","10728","58225","1132814","The Farmers Bank and Savings Company","Pomeroy","OH","45769","12/31/2014","2/18/2015","NM","211 West Second Street","FARMERS BANCSHARES, INC.","6","0","1","6","0","Meigs","","","12/4/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.fbsc.com","11806","1913","9893","370","2056","0","982","0","1074","8542","4324","1213","3005","3037","40","797","2280","0","2280","0","2280","604","1023","0","2250.4"
"6813","0","188720","0","The Farmers Bank of Appomattox","Appomattox","VA","24522","12/31/2014","2/18/2015","SM","223 Main Street","","5","0","0","8","0","Appomattox","31340","Lynchburg, VA","9/16/1918","1/1/1934","1/15/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.thefarmersbankva.com","8334","1114","7220","118","934","0","600","0","334","5588","3250","436","1902","2448","79","512","2015","0","2015","0","2015","121","759","0","1951.8"
"11719","12285","371942","1100297","The Farmers Bank of Liberty","Liberty","IL","62347","12/31/2014","2/18/2015","NM","1002 North Main Street","FBL BANCSHARES, INC.","4","0","0","2","0","Adams","","","6/23/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.fblbank.com","3509","434","3075","24","361","0","274","0","87","2292","1388","259","645","1120","26","368","778","0","778","0","778","63","102","0","760.32"
"12163","12081","265340","3017700","The Farmers Bank of Milton","Milton","KY","40045","12/31/2014","2/18/2015","NM","41 Ferry Street","FARMERS FINANCIAL CORPORATION","4","0","1","8","0","Trimble","31140","Louisville-Jefferson County, KY-IN","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","fbmilton.com","8514","1885","6629","704","599","0","271","0","328","4610","2347","556","1707","1914","11","207","1718","0","1718","0","1718","454","231","0","1708.21"
"11319","9391","830645","0","The Farmers Bank of Mt. Pulaski","Mount Pulaski","IL","62548","12/31/2014","2/18/2015","NM","130 South Washington Street","","2","0","0","8","0","Logan","","","1/1/1872","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.farm-bank.com","1610","142","1468","100","105","0","61","0","44","1195","575","169","451","278","20","137","161","0","161","0","161","114","27","0","148.2"
"5885","0","105026","0","The Farmers Bank of Willards","Willards","MD","21874","12/31/2014","2/18/2015","NM","7484 Market Street","","8","0","0","4","0","Wicomico","41540","Salisbury, MD-DE","1/3/1925","1/1/1934","7/17/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.fbwbank.com","15096","2309","12787","2906","689","0","317","0","372","8362","4267","857","3238","2208","0","758","1450","0","1450","0","1450","3888","273","-300","1450"
"12828","8909","423449","1209538","The Farmers Bank, Frankfort, Indiana","Frankfort","IN","46041","12/31/2014","2/18/2015","NM","9 East Clinton Street","FARMERS BANCORP, FRANKFORT, INDIANA, THE","10","0","0","4","0","Clinton","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.thefarmersbank.com","17367","1092","16275","0","4028","545","1265","0","2218","12957","7506","1606","3845","7346","0","2154","5192","0","5192","0","5192","921","1898","0","5192"
"15205","0","502652","0","The Farmers Bank, Woodland Mills, Tennessee","Woodland Mills","TN","38271","12/31/2014","2/18/2015","NM","114 S Thompson St","","1","0","0","2","0","Obion","","","7/1/1910","6/28/1935","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","","333","38","295","0","24","0","15","0","9","364","203","28","133","-45","0","0","-45","0","-45","0","-45","49","0","0","-45"
"3732","12238","933041","2198563","The Farmers National Bank","Prophetstown","IL","61277","12/31/2014","2/18/2015","N","114 West Third Street","PROPHETSTOWN BANKING CO.","3","0","0","2","0","Whiteside","","","7/1/1902","1/1/1934","8/5/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.farmersnationalbank.com","19079","4283","14796","1000","1256","253","241","0","762","6870","4482","464","1924","8182","473","1691","6964","0","6964","0","6964","62","1470","0","6585.6"
"6540","13123","680813","1071191","The Farmers National Bank of Canfield","Canfield","OH","44406","12/31/2014","2/18/2015","N","20 South Broad Street","FARMERS NATIONAL BANC CORP.","18","0","0","4","0","Mahoning","49660","Youngstown-Warren-Boardman, OH-PA","2/17/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.farmersbankgroup.com","40861","4564","36297","1880","7016","0","2627","0","4389","30242","16624","4055","9563","11191","454","2645","9000","0","9000","0","9000","1816","4013","115","8650.42"
"2740","11804","785147","1119244","The Farmers National Bank of Danville","Danville","KY","40422","12/31/2014","2/18/2015","N","304 West Main Street","BOYLE BANCORP, INC.","13","0","0","8","0","Boyle","","","2/10/1879","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","www.fnbky.com","16455","2493","13962","-250","7876","3233","1940","0","2703","16755","10213","2008","4534","5333","20","1153","4200","0","4200","0","4200","27","8205","0","4184.4"
"7875","11211","119528","1480944","The Farmers National Bank of Emlenton","Emlenton","PA","16373","12/31/2014","2/18/2015","N","612 Main Street","EMCLAIRE FINANCIAL CORP","15","0","0","4","0","Venango","","","1/1/1900","1/1/1934","10/17/2008","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","www.farmersnb.com","20216","2933","17283","670","3246","0","1530","0","1716","15097","7041","2438","5618","4762","758","1138","4382","0","4382","0","4382","316","1843","0","3783.18"
"2754","13581","575348","1098451","The Farmers National Bank of Lebanon","Lebanon","KY","40033","12/31/2014","2/18/2015","N","136 West Main Street","LEBANON BANCSHARES, INC.","2","0","0","8","0","Marion","","","4/1/1890","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.fnblebanon.com","3920","542","3378","150","504","8","289","0","207","3231","1682","255","1294","501","183","108","576","0","576","0","576","254","120","0","422.28"
"2769","11192","183846","1248144","The Farmers National Bank of Scottsville","Scottsville","KY","42164","12/31/2014","2/18/2015","N","1595 Veterans Memorial Hwy","FNB FINANCIAL CORP.","5","0","0","4","0","Allen","14540","Bowling Green, KY","11/3/1923","1/1/1934","7/25/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.farmersnationalky.com","9505","1436","8069","0","1865","0","865","0","1000","7372","3644","1471","2257","2562","-49","430","2083","0","2083","0","2083","0","1141","0","2123.67"
"2290","0","457220","0","The Farmers Savings Bank","Spencer","OH","44275","12/31/2014","2/18/2015","NM","111 West Main Street","","2","0","0","7","1","Medina","17460","Cleveland-Elyria, OH","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.fsb-spencer.com","10377","1623","8754","0","416","0","245","0","171","3787","2058","413","1316","5383","504","0","5887","0","5887","0","5887","341","2000","0","5383"
"13883","0","801056","1064689","The Farmers State Bank","Mcpherson","KS","67460","12/31/2014","2/18/2015","NM","2074 East Kansas Avenue","GALVA BANCSHARES, INC.","4","0","0","8","1","Mcpherson","","","10/9/1909","2/12/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.fsb-online.com","3867","293","3574","21","621","0","241","0","380","2637","1440","429","768","1537","31","69","1499","0","1499","0","1499","8","895","0","1469.24"
"16387","12239","571443","0","The Farmers State Bank","Brookston","IN","47923","12/31/2014","2/18/2015","SM","309 South Prairie","","2","0","0","5","0","White","","","6/28/1905","2/23/1946","3/4/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.fsbbrookston.com","2717","304","2413","60","374","1","160","0","213","2633","1315","285","1033","94","1","15","80","0","80","0","80","56","0","0","79.16"
"15853","0","652959","0","The Farmers State Bank","Fairview","KS","66425","12/31/2014","2/18/2015","NM","412 West Commercial Street","","1","0","0","2","1","Brown","","","9/14/1929","10/11/1941","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","","732","60","672","0","70","0","64","0","6","627","391","36","200","115","0","0","115","0","115","0","115","-3","50","0","115"
"15258","10927","863652","1717707","The Farmers State Bank","Holton","KS","66436","12/31/2014","2/18/2015","NM","209 Montana Avenue","FARMERS STATE BANKSHARES, INC.","1","0","0","8","0","Jackson","45820","Topeka, KS","10/30/1900","8/21/1935","8/16/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.fsbks.com","2373","418","1955","-25","348","0","165","0","183","1714","898","243","573","614","-44","185","385","0","385","0","385","14","0","0","414.92"
"14991","10240","370721","1071605","The Farmers State Bank","New Madison","OH","45346","12/31/2014","2/18/2015","NM","101 South Main Street","FSB FINANCIAL CORP","6","0","0","2","0","Darke","","","1/1/1919","1/17/1935","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.myfsbdirect.com","5553","703","4850","252","839","0","108","0","731","3968","2409","362","1197","1469","15","248","1236","0","1236","0","1236","158","240","0","1223.55"
"8503","0","944748","1249187","The Farmers State Bank","Marcus","IA","51035","12/31/2014","2/18/2015","NM","106 E. Cedar St","WEST IOWA BANC CORP.","1","0","0","2","1","Cherokee","","","12/28/1928","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.fsbmarcus.com","2288","348","1940","35","249","1","62","0","186","1191","743","125","323","963","0","31","932","0","932","0","932","14","712","0","932"
"404","12842","647759","1055539","The Farmers State Bank","Quinton","OK","74561","12/31/2014","2/18/2015","SM","1101 West Main Street","F.S.B. PROPERTIES, INC.","3","0","0","8","1","Pittsburg","","","3/8/1908","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.fsb1908.com","3614","284","3330","2","1309","0","734","0","575","3723","2079","570","1074","914","-47","0","867","0","867","0","867","83","183","0","914"
"15352","0","138752","0","The Farmers State Bank","Atwood","KS","67730","12/31/2014","2/18/2015","NM","411 Page Street","","1","0","0","2","0","Rawlins","","","10/1/1919","2/11/1936","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","","690","38","652","12","75","0","69","0","6","502","290","35","177","213","0","77","136","0","136","0","136","0","0","0","136"
"16941","0","72351","1250688","The Farmers State Bank","Wathena","KS","66090","12/31/2014","2/18/2015","NM","211 St Joseph Street","WATHENA BANCSHARES, INC.","1","0","0","8","1","Doniphan","41140","St. Joseph, MO-KS","5/3/1903","10/14/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.fsbwathena.com","2625","274","2351","0","351","0","324","0","27","2155","1209","217","729","547","93","21","619","0","619","0","619","179","285","0","528.79"
"17632","0","976954","0","The Farmers State Bank","Dwight","KS","66849","12/31/2014","2/18/2015","NM","624 Main Street","","1","0","0","2","0","Morris","","","1/1/1921","7/18/1956","6/24/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","","537","64","473","0","12","0","9","0","3","478","349","21","108","7","0","0","7","0","7","0","7","0","0","0","7"
"11747","11417","481944","1099793","The Farmers State Bank and Trust Company","Jacksonville","IL","62650","12/31/2014","2/18/2015","NM","200 West State Street","FARMERS HOLDING COMPANY","2","0","0","4","0","Morgan","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","http://www.fsbtco.com","5991","433","5558","165","1983","910","232","0","841","6094","3473","615","2006","1282","0","267","1015","0","1015","0","1015","116","349","0","1015"
"18120","0","138051","0","The Farmers State Bank of Aliceville, Kansas","Westphalia","KS","66093","12/31/2014","2/18/2015","NM","305 Dobell Street","","3","0","0","2","0","Coffey","","","1/1/1908","11/30/1959","7/11/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.fsbaliceville.com","5146","772","4374","120","145","0","95","0","50","1719","978","139","602","2680","0","960","1720","0","1720","0","1720","100","0","0","1720"
"17629","0","1017854","1055865","The Farmers State Bank of Blue Mound","Blue Mound","KS","66010","12/31/2014","2/18/2015","NM","205 South Fifth Street","DALE SPRAGUE ENTERPRISES, INC.","3","0","0","2","1","Linn","28140","Kansas City, MO-KS","8/1/1913","7/12/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","","1831","145","1686","0","196","0","120","0","76","1648","1102","184","362","234","1","8","227","0","227","0","227","55","0","0","226.03"
"10407","0","621151","1062528","The Farmers State Bank of Brush","Brush","CO","80723","12/31/2014","2/18/2015","NM","200 Clayton Street","FIRST PIONEER BANK CORP.","3","0","0","2","0","Morgan","","","10/9/1915","1/1/1934","11/11/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.fsbbrushakron.com","4134","198","3936","0","543","285","154","0","104","2794","1699","345","750","1685","0","431","1254","0","1254","0","1254","3","600","0","1254"
"18101","0","14753","0","The Farmers State Bank of Bucklin, Kansas","Bucklin","KS","67834","12/31/2014","2/18/2015","NM","111 N Main St","","1","0","0","2","0","Ford","","","1/1/1909","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fsbbucklin.com","1593","146","1447","9","55","0","36","0","19","1113","748","58","307","380","0","2","378","0","378","0","378","3","88","0","378"
"1867","13340","278256","1248836","The Farmers State Bank of Oakley, Kansas","Oakley","KS","67748","12/31/2014","2/18/2015","NM","100 Center Avenue","SECURITY BANCSHARES, INC.","1","0","0","2","0","Logan","","","3/17/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fsboakley.com","4448","628","3820","0","290","0","192","0","98","2090","1148","260","682","2020","9","736","1293","0","1293","0","1293","61","260","0","1287.24"
"6084","0","496957","0","The Farmers State Bank of Turton","Turton","SD","57477","12/31/2014","2/18/2015","NM","123 E. Center St.","","1","0","0","2","0","Spink","","","8/13/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","","1118","103","1015","0","97","0","33","0","64","720","501","70","149","392","0","84","308","0","308","0","308","-2","150","0","308"
"13033","12942","879747","1209284","The Farmers State Bank of Waupaca","Waupaca","WI","54981","12/31/2014","2/18/2015","SM","112 West Fulton Street","FARMERS STATE BANCORPORATION, INC.","4","0","0","8","0","Waupaca","","","1/11/1911","9/17/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.fsbwaupaca.com","7586","611","6975","375","1376","0","226","0","1150","4894","2489","633","1772","3082","126","780","2428","0","2428","0","2428","443","1991","0","2332.24"
"15164","52779","615851","0","The Farmers State Bank of Westmoreland","Westmoreland","KS","66549","12/31/2014","2/18/2015","NM","307 Main Street","","3","0","0","2","0","Pottawatomie","31740","Manhattan, KS","1/1/1898","5/24/1935","11/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.fsbwesty.com","5678","1195","4483","0","481","0","147","0","334","3327","1714","333","1280","1637","24","455","1206","0","1206","0","1206","-62","150","0","1188.48"
"6923","11584","976226","1076600","The Fauquier Bank","Warrenton","VA","20186","12/31/2014","2/18/2015","SM","10 Court House Square","FAUQUIER BANKSHARES, INC.","11","0","0","4","0","Fauquier","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","2/14/1902","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fauquierbank.com","21920","2364","19556","0","7578","1811","2541","0","3226","20426","10187","3014","7225","6708","3","1559","5152","0","5152","0","5152","1276","1977","0","5149.69"
"6762","15828","488420","2355759","The Fayette County National Bank of Fayetteville","Fayetteville","WV","25840","12/31/2014","2/18/2015","N","101 N. Court St","FCNB BANCORP, INC.","4","0","0","6","0","Fayette","13220","Beckley, WV","6/1/1900","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.fcnbonline.com","3820","251","3569","70","393","0","160","0","233","2847","1425","350","1072","1045","4","302","747","0","747","0","747","58","276","0","744.16"
"35518","16195","2806877","0","The Federal Savings Bank","Chicago","IL","60607","12/31/2014","2/18/2015","SA","300 N Elizabeth St, Fl 3e","","2","0","1","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/2000","7/3/2000","11/7/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.thefederalsavingsbank.com","6613","1016","5597","0","69719","0","39","0","69680","69206","47510","2967","18729","6110","0","2271","3839","0","3839","0","3839","-10","0","0","3839"
"11507","12777","584920","1249002","The Fidelity Bank","Fuquay Varina","NC","27526","12/31/2014","2/18/2015","NM","100 South Main Street","FIDELITY BANCSHARES (N.C.), INC.","61","0","1","4","0","Wake","39580","Raleigh, NC","1/1/1909","1/1/1934","11/15/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.fidelitybanknc.com","46721","2119","44602","1390","14576","836","5741","0","7999","46845","27329","7247","12269","10943","0","3705","7238","0","7238","0","7238","609","3360","0","7238"
"11868","11124","1007819","2858773","The Fidelity Deposit and Discount Bank","Dunmore","PA","18512","12/31/2014","2/18/2015","NM","Blakely And Drinker Streets","FIDELITY D&D BANCORP, INC.","14","0","0","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","5/11/1903","1/1/1934","1/21/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.bankatfidelity.com","25572","2917","22655","1060","5656","674","1837","0","3145","18815","9670","3232","5913","8436","599","2335","6700","0","6700","0","6700","815","2242","0","6256.74"
"10920","9668","638850","1060234","The Fidelity State Bank and Trust Company","Dodge City","KS","67801","12/31/2014","2/18/2015","SM","510 North Second Avenue","FIDELITY BANC CORPORATION, DODGE CITY, KANSAS","3","0","0","2","0","Ford","","","1/2/1933","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fidelitybankdc.com","4726","198","4528","12","820","283","162","0","375","3589","2257","346","986","1747","0","203","1544","0","1544","0","1544","-11","0","0","1544"
"16082","10825","696551","1135860","The First and Farmers Bank","Portland","ND","58274","12/31/2014","2/18/2015","NM","Park And Morrison Avenue","FIRST AND FARMERS BANK HOLDING COMPANY, THE","2","0","0","2","0","Traill","","","1/1/1886","8/30/1943","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.ffbnk.com","2060","306","1754","0","210","0","74","0","136","1582","731","277","574","382","0","103","279","0","279","0","279","-21","120","0","279"
"22918","11070","223322","1988646","The First Bank and Trust Company","Lebanon","VA","24266","12/31/2014","2/18/2015","SM","359 West Main Street","FIRST BANCORP, INC.","22","0","1","2","0","Russell","","","8/3/1979","8/3/1979","2/1/2007","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.firstbank.com","54802","5890","48912","2831","13699","1290","3518","0","8891","32345","19398","2928","10019","27435","-1","8725","18709","0","18709","0","18709","3889","5791","0","18709.68"
"3818","0","303747","1097678","The First Bank and Trust Company of Murphysboro","Murphysboro","IL","62966","12/31/2014","2/18/2015","NM","1403 Walnut Street","FIRST OF MURPHYSBORO CORP.","2","0","0","4","0","Jackson","16060","Carbondale-Marion, IL","1/1/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.fb-t.com","2815","322","2493","308","299","33","55","0","211","2554","1326","245","983","-70","320","-16","266","0","266","0","266","315","100","0","-54"
