cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
"35331","0","2907439","2907381","California First National Bank","Irvine","CA","92614","12/31/2014","2/18/2015","N","28 Executive Park","CALIFORNIA FIRST NATIONAL BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","9/1/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.calfirst.com","266763","61358","145825","59580","0"
"23242","0","50461","0","California Pacific Bank","San Francisco","CA","94104","12/31/2014","2/18/2015","NM","250 Montgomery St., 5th Fl.","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","3/5/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.calpacificbank.com","31685","4890","4208","18205","4382"
"58663","0","3669930","4346751","California Republic Bank","Irvine","CA","92612","12/31/2014","2/18/2015","SM","18400 Von Karmen Ave, Ste 11","CALIFORNIA REPUBLIC BANCORP","4","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/5/2007","12/5/2007","12/31/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://crbnk.com","2908","795","2113","0","0"
"57904","0","3353172","4392132","California United Bank","Encino","CA","91436","12/31/2014","2/18/2015","NM","15821 Ventura Blvd, # 100","CU BANCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2005","5/23/2005","12/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.cunb.com","60735","10376","48754","1605","0"
"11607","0","37743","2504762","Calumet County Bank","Brillion","WI","54110","12/31/2014","2/18/2015","SM","103 North Main Street","CALUMET BANCSHARES, INC.","2","0","0","4","0","Calumet","11540","Appleton, WI","1/19/1921","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.calumetcountybank.com","11071","3204","5212","2655","0"
"58512","0","3571015","3571006","Calusa Bank","Punta Gorda","FL","33950","12/31/2014","2/18/2015","SM","3105 Tamiami Trail","CALUSA FINANCIAL CORPORATION, INC.","5","0","0","4","0","Charlotte","39460","Punta Gorda, FL","4/23/2007","4/23/2007","4/26/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.calusabank.com","7923","781","6441","701","0"
"5874","0","39327","2391300","Calvin B. Taylor Banking Company of Berlin, Maryland","Berlin","MD","21811","12/31/2014","2/18/2015","NM","24 North Main Street","CALVIN B. TAYLOR BANKSHARES, INC.","10","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","WWW.TAYLORBANK.COM","25521","11833","9920","3768","0"
"17870","14455","758703","2687795","Cambridge Savings Bank","Cambridge","MA","2138","12/31/2014","2/18/2015","SB","1374 Massachusetts Avenue","CAMBRIDGE FINANCIAL GROUP, INC.","19","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","1/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.cambridgesavings.com","225595","37953","84732","56033","46877"
"14823","13954","43744","3613504","Cambridge State Bank","Cambridge","WI","53523","12/31/2014","2/18/2015","NM","221 West Main Street","JOHN T. VUCUREVICH FOUNDATION","1","0","0","4","0","Dane","31540","Madison, WI","1/1/1892","10/23/1934","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.cambridgebank.com","4700","753","2687","1154","106"
"10987","0","338851","0","Cambridge State Bank","Cambridge","MN","55008","12/31/2014","2/18/2015","NM","127 South Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.cambridgestatebank.com","304","100","204","0","0"
"8152","0","736206","1115013","Cambridge Trust Company","Cambridge","MA","2138","12/31/2014","2/18/2015","NM","1336 Massachusetts Avenue","CAMBRIDGE BANCORP","14","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","9/29/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","WWW.CAMBRIDGETRUST.COM","73127","26899","24973","14602","6653"
"10471","0","302133","1206649","Camp Grove State Bank","Camp Grove","IL","61424","12/31/2014","2/18/2015","SM","26 Main Street","CAMP GROVE BANCORP, INC.","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","5510","1773","848","2042","847"
"16161","15594","293651","0","Campbell County Bank, Inc.","Herreid","SD","57632","12/31/2014","2/18/2015","NM","110 North Main St.","","2","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.campbellcountybank.com","9769","1375","7396","303","695"
"10840","0","424437","0","Campus State Bank","Campus","IL","60920","12/31/2014","2/18/2015","NM","206 Center St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.campustatebank.com","4916","487","2859","1186","384"
"21801","14346","708454","3195804","Canon National Bank","Canon City","CO","81212","12/31/2014","2/18/2015","N","816 Royal Gorge Boulevard","CANON BANK CORPORATION","9","0","0","4","0","Fremont","","","10/23/1974","10/23/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.canonbank.com","22566","2232","6555","8772","5007"
"26450","5824","379470","0","Canton Co-operative Bank","Canton","MA","2021","12/31/2014","2/18/2015","SM","671 Washington Street","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/18/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.cantoncoopbank.com","11219","2999","5599","2342","279"
"15285","0","481140","1095021","Canton State Bank","Canton","MO","63435","12/31/2014","2/18/2015","NM","345 Lewis Street","CANTON BANCSHARES, INC.","1","0","0","2","0","Lewis","","","9/27/1935","10/1/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankcantonstate.com","3026","713","327","1173","813"
"35547","0","2919423","3247561","Canyon Community Bank, National Association","Tucson","AZ","85704","12/31/2014","2/18/2015","N","7981 North Oracle Road","CANYON BANCORPORATION, INC.","4","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.canyoncommunity.com","1810","874","832","104","0"
"17524","13642","253440","1097285","Capaha Bank, SB","Tamms","IL","62988","12/31/2014","2/18/2015","SB","145 Russell Avenue","TAMMCORP, INC.","6","0","1","2","0","Alexander","16020","Cape Girardeau, MO-IL","11/26/1955","11/26/1955","7/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.capahabank.com","10661","1893","3661","4419","688"
"90203","0","627108","0","Cape Ann Savings Bank","Gloucester","MA","1930","12/31/2014","2/18/2015","SB","109 Main Street","","3","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","1/16/2015","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://capeannsavingsbank.com","88428","9003","38066","38895","2464"
"28395","1504","106377","0","Cape Bank","Cape May Court H","NJ","8210","12/31/2014","2/18/2015","SB","225 North Main Street","","15","0","0","4","0","Cape May","36140","Ocean City, NJ","1/1/1923","6/21/1948","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.capebanknj.com","132329","47551","59634","19394","5750"
"26517","1456","119779","3444801","Cape Cod Co-operative Bank","Yarmouth Port","MA","2675","12/31/2014","2/18/2015","SB","121 Main Street","COASTAL AFFILIATES, MHC","12","0","0","5","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/7/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","WWW.MYCAPECODBANK.COM","38661","5514","16029","15380","1738"
"35322","0","2848493","4135209","Capital  Bank, SSB","El Paso","TX","79925","12/31/2014","2/18/2015","SB","8700 Montana","STRATEGIC GROWTH BANK INCORPORATED","4","0","0","4","0","El Paso","21340","El Paso, TX","10/25/1999","10/25/1999","12/9/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","www.capitalbankep.com","48938","12759","17070","18662","447"
"19195","14472","80936","1081378","Capital Bank","Fort Oglethorpe","GA","30742","12/31/2014","2/18/2015","NM","625 Battlefield Parkway","CATOOSA BANCSHARES, INC.","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitalbank-ga.com","7636","1602","4388","1646","0"
"19401","0","596156","3035227","Capital Bank","Jacinto City","TX","77029","12/31/2014","2/18/2015","NM","10304 East Freeway","JSA FAMILY LIMITED PARTNERSHIP","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","capitalbanktx.com","53980","21910","23307","5583","3180"
"17640","12273","826255","1123401","Capital Bank","St. Paul","MN","55117","12/31/2014","2/18/2015","NM","1020 Rice Street","FIRST SLEEPY EYE BANCORPORATION, INC.","2","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/30/1956","7/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.firstsecuritybank.com","2642","236","1260","153","993"
"58462","0","3597305","0","Capital Bank","San Juan Capistr","CA","92675","12/31/2014","2/18/2015","SM","31351 Rancho Viejo Rd, # 101","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/26/2008","3/26/2008","3/31/2008","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.mycapitalbank.com","69593","20178","40842","8573","0"
"35164","15674","2921659","0","Capital Bank and Trust Company","Irvine","CA","92618","12/31/2014","2/18/2015","SA","6455 Irvine Center Drive","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.americanfunds.com","0","0","0","0","0"
"58464","0","3595262","0","Capital Bank of New Jersey","Vineland","NJ","8360","12/31/2014","2/18/2015","NM","175 South Main Road","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.capitalbanknj.com","29703","3909","11826","10494","3474"
"57495","0","3134399","0","Capital Bank of Texas","Carrizo Springs","TX","78834","12/31/2014","2/18/2015","NM","200 North Fifth Street","","2","0","0","4","0","Dimmit","","","5/9/2003","5/9/2003","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.capitalbankoftexas.com","4352","796","2556","1000","0"
"59049","0","4160667","4160939","Capital Bank, National Association","Coral Gables","FL","33134","12/31/2014","2/18/2015","N","121 Alhambra Plaza, # 1601","CAPITAL BANK FINANCIAL CORP.","169","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/16/2010","7/16/2010","10/11/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.capitalbank-us.com","591905","72130","241296","215895","62584"
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","12/31/2014","2/18/2015","N","One Church Street","CAPITAL BANCORP, INC.","4","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","5/10/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.capitalbankmd.com","118830","13509","54014","48403","2904"
"16803","13715","348551","1055427","Capital City Bank","Topeka","KS","66609","12/31/2014","2/18/2015","NM","3710 Southwest Topeka Blvd.","CAPITAL CITY BANCSHARES, INC.","11","0","0","4","0","Shawnee","45820","Topeka, KS","1/30/1892","6/29/1949","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capcitybank.com","55019","26567","18619","9313","520"
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","12/31/2014","2/18/2015","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","69","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.ccbg.com","52610","16830","29548","5680","552"
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","12/31/2014","2/18/2015","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","4","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.ccbankutah.com","63870","7067","20408","25809","10586"
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","12/31/2014","2/18/2015","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","5/1/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","32590381","12070211","3309706","8071777","9138687"
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","12/31/2014","2/18/2015","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","876","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","1671067","429558","740913","268004","232592"
"57562","0","3204993","3589702","Capital Pacific Bank","Portland","OR","97205","12/31/2014","2/18/2015","NM","805 Sw Broadway, Suite 780","CAPITAL PACIFIC BANCORP","1","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","8/4/2003","8/4/2003","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.capitalpacificbank.com","32960","17024","15218","718","0"
"58507","0","3560783","0","CapitalMark Bank & Trust","Chattanooga","TN","37402","12/31/2014","2/18/2015","SM","801 Broad Street","","4","0","0","4","0","Hamilton","16860","Chattanooga, TN-GA","3/5/2007","3/5/2007","3/5/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.CapitalMark.com","181784","51968","90586","27664","11566"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","12/31/2014","2/18/2015","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","14","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.capitolbank.com","35201","15492","16901","2608","200"
"33938","0","2243977","2710675","Capitol City Bank & Trust Company","Atlanta","GA","30310","12/31/2014","2/18/2015","NM","562 Lee Street, S.W.","CAPITOL CITY BANCSHARES, INC.","8","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/3/1994","10/3/1994","4/2/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitolcitybank-atl.com","148838","21493","60221","60855","6269"
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","12/31/2014","2/18/2015","SA","700 S Kansas Ave","","47","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capfed.com","989445","194156","271460","379575","144254"
