cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","12/31/2014","2/18/2015","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.alamosastatebank.com","88582","7971","5312","222","32513","95088","121","0","0","","","9084"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","12/31/2014","2/18/2015","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.albanybank.com","201847","8752","13687","521","71488","267803","255","570","2","","","87679"
"34106","14711","2332666","3842630","Albina Community Bank","Portland","OR","97212","12/31/2014","2/18/2015","NM","2002 N.E Martin Luther King","BENEFICIAL STATE BANCORP, INC.","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.albinabank.com","100543","9348","2225","170","17992","25228","68","276","1","","","2808"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","12/31/2014","2/18/2015","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.ALDENSTATE.COM","168246","18487","15844","850","59302","52838","77","0","0","","","12039"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","12/31/2014","2/18/2015","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.aldenbank.com","105076","10266","7998","394","22766","32995","63","726","2","","","2681"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","12/31/2014","2/18/2015","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.alerusfinancial.com","622614","39213","35975","9829","182016","613179","612","1745","6","","","28774"
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","12/31/2014","2/18/2015","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.algonquinstatebank.com","84564","6695","6714","506","16894","23345","47","252","1","","","5838"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","12/31/2014","2/18/2015","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.allamericabank.net","71954","5055","2224","86","9841","41588","59","315","1","","","2163"
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","12/31/2014","2/18/2015","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.avbpgh.com","222919","19791","14884","1300","67397","76652","127","3586","5","","","7698"
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","12/31/2014","2/18/2015","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","11","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","12/31/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.allegiancebanktexas.com","511808","12162","17758","421","295414","616446","751","275","1","","","97073"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","12/31/2014","2/18/2015","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.myalliancebank.com","178839","14344","5106","503","39780","74106","130","0","0","","","8673"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","12/31/2014","2/18/2015","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.alliancebank.com","368987","41828","20196","753","114765","187388","229","776","3","","","10956"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","12/31/2014","2/18/2015","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alliancebanks.com","264760","20942","11950","1353","118567","173534","213","0","0","","","20560"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","12/31/2014","2/18/2015","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.alliancebank.us","102553","10707","18579","1004","51438","17888","43","2389","6","","","4022"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","12/31/2014","2/18/2015","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.alliancebanking.com","116326","6966","3622","257","23905","26725","60","270","1","","","3134"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","12/31/2014","2/18/2015","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.alliancebankks.com","50941","2788","3714","113","28178","31342","42","0","0","","","251"
"57733","0","3276543","3706684","Alliance Bank & Trust Company","Gastonia","NC","28054","12/31/2014","2/18/2015","NM","292 West Main Ave","AB&T FINANCIAL CORPORATION","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.alliancebanknc.com","96611","2940","2888","84","53917","40216","83","0","0","","","10764"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","12/31/2014","2/18/2015","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","https://www.alliancebanktexas.com","85234","4411","4268","109","33338","77832","102","937","3","","","25913"
"57424","0","3177378","0","Alliance Banking Company","Winchester","KY","40391","12/31/2014","2/18/2015","NM","695 Bullion Boulevard","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/27/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.alliancebankky.com","42748","1633","2206","63","23830","6322","19","511","2","","","1585"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","12/31/2014","2/18/2015","NM","101 East Broadway","NEMO BANCSHARES, INC","6","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.alliantbank.com","95922","8077","2795","147","43904","27296","38","0","0","","","9714"
"91","0","28349","2576424","Allied Bank","Mulberry","AR","72947","12/31/2014","2/18/2015","SM","311 Main Street","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.justbankit.com","83803","6192","6710","490","56331","12550","25","311","1","","","7874"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","12/31/2014","2/18/2015","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","6/25/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.alliedfirst.com","97511","8309","2056","119","55281","7937","20","0","0","","","1003"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","12/31/2014","2/18/2015","SM","114 East Main","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.anbok.com","25107","1955","1250","49","5691","17396","40","263","1","","","534"
"57803","0","3284070","1562859","Ally Bank","Midvale","UT","84047","12/31/2014","2/18/2015","NM","6985 Union Park Ctr Suite 43","ALLY FINANCIAL INC.","2","0","1","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","12/31/2011","Stock","0","1","FDIC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","http://www.ALLY.com","46121919","1709854","1727400","56918","27401937","10369211","25039","161717","556","","","3892903"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","12/31/2014","2/18/2015","NM","28-31 31st Street","","14","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","4/20/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.almabank.com","448126","12665","24694","994","295867","348761","463","1106","4","","","61323"
"15699","14102","6039","1081622","Alma Exchange Bank & Trust","Alma","GA","31510","12/31/2014","2/18/2015","NM","501 West 12th Street","SOUTH BANKING COMPANY","2","0","0","2","0","Bacon","","","10/1/1939","11/16/1939","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.aebalma.com","49728","4279","6176","431","27256","18079","36","0","0","","","2083"
"15426","0","224552","0","Almena State Bank","Almena","KS","67622","12/31/2014","2/18/2015","NM","500 Main Street","","2","0","0","2","1","Norton","","","1/1/1934","10/3/1936","11/16/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.almenastatebank.com","28613","1848","277","18","11924","806","3","0","0","","","806"
"59060","0","4262543","0","AloStar Bank of Commerce","Birmingham","AL","35243","12/31/2014","2/18/2015","NM","3680 Grandview Parkway, # 30","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","4/15/2011","4/15/2011","6/30/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.alostarbank.com","301838","6599","12363","532","256214","312333","265","778","3","","","41731"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","12/31/2014","2/18/2015","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","43","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://alpinebank.com","1283173","106153","18305","1061","196182","821590","1191","308","1","","","46185"
"18545","13094","813947","1130098","Alpine Bank & Trust Co.","Rockford","IL","61107","12/31/2014","2/18/2015","SM","1700 N Alpine Rd","ALPINE BANCORPORATION, INC.","19","0","0","4","1","Winnebago","40420","Rockford, IL","6/25/1962","6/25/1962","7/12/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.bankalpine.com","688084","74791","63679","3360","231622","284799","357","2866","9","","","45023"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","12/31/2014","2/18/2015","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.alpinecapitalbank.com","53868","1203","228","1","22656","195492","131","0","0","","","19254"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","12/31/2014","2/18/2015","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.altamahabank.com","96527","7655","10451","765","55614","26277","54","0","0","","","4113"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","12/31/2014","2/18/2015","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","5","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","5/3/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.apbconnect.com","126423","3460","1956","49","44052","134628","204","508","1","","","6373"
"1149","15588","50957","1247428","Alterra Bank","Leawood","KS","66211","12/31/2014","2/18/2015","SM","11300 Tomahawk Creek Pkwy","FIRST BUSINESS FINANCIAL SERVICES, INC.","2","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1892","1/1/1934","7/10/2013","Stock","0","0","FED","DIF","Kansas City","CHICAGO","Kansas City","Kansas City","Western","Western","www.alterrabank.com","139366","2506","7492","229","120046","66946","110","0","0","","","15634"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","12/31/2014","2/18/2015","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.altonbank.com","34610","3381","2468","65","14824","18064","26","598","2","","","1275"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","12/31/2014","2/18/2015","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","www.altoonabank.com","148925","17833","16731","579","91231","13317","35","530","2","","","7743"
"10173","0","330453","1134247","Altura State Bank","Altura","MN","55910","12/31/2014","2/18/2015","NM","411 Main Street, N.W.","SOUTHEAST MINNESOTA BANCSHARES, INC.","1","0","0","2","1","Winona","","","12/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alturastatebank.com","28544","3311","4113","262","14835","6562","16","627","2","","","1181"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","12/31/2014","2/18/2015","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","4","0","0","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","WWW.ALVASTATEBANK.COM","163882","9762","6860","275","75983","96053","152","264","1","","","17398"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","12/31/2014","2/18/2015","NM","275 Seventh Avenue","WORKERS UNITED","24","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","4/25/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://WWW.AMALGAMATEDBANK.COM","1192868","98052","78296","6639","529339","1546337","884","1402","5","","","50996"
