cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"3387","0","840363","1108707","FirstBank Southwest","Amarillo","TX","79120","12/31/2014","2/18/2015","NM","2401 South Georgia","FIRSTPERRYTON BANCORP, INC.","9","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.fbsw.com","385773","251","966","0","0","29409","8031","0","0","1615","472","226307","117653","1069","0","2087"
"35028","0","2746263","3121344","FirstCapital Bank of Texas, National Association","Midland","TX","79701","12/31/2014","2/18/2015","N","310 W. Wall St., Suite 100","FIRST BANCSHARES OF TEXAS, INC.","7","0","0","4","0","Midland","33260","Midland, TX","11/17/1998","11/17/1998","7/1/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","https://www.FCBTexas.com","111336","0","0","0","353","3070","10455","2906","39743","0","0","5032","8397","31532","9848","0"
"58537","0","3629484","0","FirstCity Bank of Commerce","Palm Beach Garde","FL","33408","12/31/2014","2/18/2015","NM","11760 Us Highway 1","","2","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/27/2007","8/27/2007","1/8/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","WWW.FIRSTCITYBOC.COM","8375","0","0","0","0","3012","831","0","2537","1995","0","0","0","0","0","0"
"17478","0","536554","3391147","FirsTier Bank","Kimball","NE","69145","12/31/2014","2/18/2015","NM","115 South Walnut","FIRSTIER II BANCORP.","6","0","1","2","1","Kimball","","","7/15/1955","7/15/1955","10/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstierbanks.com","45224","0","0","714","97","4709","7734","0","10668","1171","741","1153","149","16946","1142","1168"
"13675","11753","67311","1070804","Firstmerit Bank, National Association","Akron","OH","44308","12/31/2014","2/18/2015","N","106 South Main Street","FIRSTMERIT CORPORATION","393","0","1","4","0","Summit","10420","Akron, OH","10/9/1890","1/25/1934","4/12/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.firstmerit.com","6445896","13512","58108","80029","91551","1253966","54558","529062","2996021","358334","62067","99213","219789","576580","53106","81992"
"4660","11567","916857","4328083","FirstOak Bank","Independence","KS","67301","12/31/2014","2/18/2015","SM","113 North Penn Avenue","FNB BANCSHARES, INC.","4","0","1","2","1","Montgomery","","","1/1/1881","1/1/1934","7/8/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.firstoakbank.com","6113","0","0","0","0","241","0","0","0","0","292","1428","986","3006","160","292"
"26647","2706","932978","0","Firstrust Savings Bank","Conshohocken","PA","19428","12/31/2014","2/18/2015","SB","15 East Ridge Pike","","20","0","1","4","1","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1934","3/19/1986","10/10/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","firstrust.com","249551","0","0","47","4796","67074","68054","0","0","21980","4910","6288","16258","53885","6259","16911"
"22536","0","25647","2479404","FirstSecure Bank and Trust Co.","Palos Hills","IL","60465","12/31/2014","2/18/2015","NM","10360 South Roberts Road","COMMUNITY HOLDINGS CORPORATION","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/21/1977","10/21/1977","11/23/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstsecurebank.com","1007","0","0","0","0","0","0","0","0","0","315","350","342","0","0","0"
"20468","12638","540739","1132980","FirstState Bank","Lineville","AL","36266","12/31/2014","2/18/2015","NM","88730 Highway 9","FIRST STATE CAPITAL CORPORATION","3","0","0","2","0","Clay","","","8/24/1971","8/24/1971","1/31/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.firststatedirect.com","80025","0","0","0","0","8","30","0","0","547","268","9008","9621","37794","22749","815"
"20488","11710","554857","2482196","Five Points Bank","Grand Island","NE","68803","12/31/2014","2/18/2015","SM","2015 North Broadwell Avenue","HOMETOWN BANC CORP","11","0","0","4","1","Hall","24260","Grand Island, NE","9/10/1971","9/10/1971","3/28/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.5pointsbank.com","218535","0","0","0","237","7570","26645","216","43072","233","6382","4966","8712","92453","28049","6725"
"14312","16651","386450","2482196","Five Points Bank of Hastings","Hastings","NE","68902","12/31/2014","2/18/2015","SM","2815 Osborne Drive West","HOMETOWN BANC CORP","3","0","0","2","0","Adams","","","1/1/1893","5/2/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.5pointsbank.com","97932","0","0","0","211","0","0","0","206","2074","1015","7086","23536","53948","9856","3089"
"35361","0","2867337","3162927","Five Star Bank","Rocklin","CA","95677","12/31/2014","2/18/2015","NM","6810 Five Star Boulevard","FIVE STAR BANCORP","5","0","0","4","1","Placer","40900","Sacramento-Roseville-Arden-Arcade, CA","12/20/1999","12/20/1999","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://fivestarbank.com","26023","0","0","0","0","24498","1507","18","0","0","0","0","0","0","0","0"
"659","14115","601416","1032464","Five Star Bank","Warsaw","NY","14569","12/31/2014","2/18/2015","SM","55 North Main Street","FINANCIAL INSTITUTIONS, INC.","50","0","0","9","0","Wyoming","","","12/26/1881","1/1/1934","2/13/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.five-starbank.com","916932","307","3983","20","61","124774","22252","34590","160168","38299","19208","54648","211964","246658","0","45869"
"35218","0","2845755","0","FLAGLER BANK","West Palm Beach","FL","33406","12/31/2014","2/18/2015","SM","1801 Forest Hill Boulevard","","2","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/10/2000","4/10/2000","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.flaglerbankusa.com","49842","0","1292","0","0","0","808","2354","7837","6197","0","1463","980","24483","4428","0"
"8188","0","83151","1128675","Flagship Bank Minnesota","Wayzata","MN","55391","12/31/2014","2/18/2015","NM","445 East Lake Street","FLAGSHIP FINANCIAL GROUP, INC.","2","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1875","1/1/1934","4/27/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.flagshipbanks.com","9420","0","0","0","0","771","1698","0","0","0","0","0","2133","4818","0","0"
"58113","0","3404999","0","Flagship Community Bank","Clearwater","FL","33761","12/31/2014","2/18/2015","NM","29750 Us Highway 19 North","","3","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","1/23/2006","1/23/2006","11/6/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.flagshipcommunitybank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32541","8412","146672","0","Flagstar Bank, FSB","Troy","MI","48098","12/31/2014","2/18/2015","SA","5151 Corporate Drive","","106","0","0","5","0","Oakland","19820","Detroit-Warren-Dearborn, MI","5/20/1987","6/3/1987","8/9/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.flagstar.com","1672179","0","0","0","0","237714","151169","158822","1122494","1980","0","0","0","0","0","1980"
"11734","0","979133","2494153","Flanagan State Bank","Flanagan","IL","61740","12/31/2014","2/18/2015","NM","301 West Falcon Highway","HOMETOWN FINANCIAL GROUP, INC.","6","0","0","2","1","Livingston","","","1/1/1913","1/1/1934","6/2/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.flanaganstatebank.com","52755","0","307","915","0","13622","11496","1824","3476","250","313","871","937","17963","781","563"
"20382","11185","811756","1127892","Flathead Bank of Bigfork, Montana","Bigfork","MT","59911","12/31/2014","2/18/2015","NM","800 Grand Avenue","FLATHEAD HOLDING COMPANY OF BIGFORK","7","0","0","7","1","Flathead","","","3/15/1971","3/15/1971","2/9/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","http://www.flatheadbank.com","111621","1017","1280","2092","738","25257","5744","9452","4016","995","792","8149","15949","22623","13517","792"
"57280","0","3022610","3700936","FlatIrons Bank","Boulder","CO","80302","12/31/2014","2/18/2015","SM","1095 Canyon Blvd, Suite 100","FBHC HOLDING COMPANY","3","0","0","4","1","Boulder","14500","Boulder, CO","12/22/2001","12/22/2001","9/4/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.flatironsbank.com","32752","0","770","0","361","6956","2263","1522","0","336","77","2492","2272","15703","0","413"
"13561","10267","551016","1138768","Fleetwood Bank","Fleetwood","PA","19522","12/31/2014","2/18/2015","SM","Main And Franklin Streets","FLEETWOOD BANK CORPORATION","6","0","0","8","0","Berks","39740","Reading, PA","1/1/1934","1/4/1934","4/3/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.fleetwoodbank.com","67425","0","595","0","0","673","1413","0","0","0","0","3108","9746","51642","248","0"
"58074","0","3341393","3341656","Flint Community Bank","Albany","GA","31721","12/31/2014","2/18/2015","NM","2910 Meredyth Drive","FLINT COMMUNITY BANCSHARES, INC.","2","0","0","4","0","Dougherty","10500","Albany, GA","2/3/2006","2/3/2006","6/4/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://www.flintcommunitybank.com","2966","0","0","0","0","0","0","0","0","0","0","1491","1475","0","0","0"
"26340","52937","837952","0","Flint Hills Bank","Eskridge","KS","66423","12/31/2014","2/18/2015","NM","103 1/2 North Main Street","","4","0","0","2","1","Wabaunsee","45820","Topeka, KS","7/18/1985","7/18/1985","7/2/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.flinthillsbank.com","50546","0","1317","0","703","10327","11207","4024","14378","0","286","1810","3121","3373","0","286"
"22598","14172","777441","2186186","Flora Bank & Trust","Flora","IL","62839","12/31/2014","2/18/2015","SM","1010 West North Avenue","CLAY BANCSHARES, INC","4","0","0","8","0","Clay","","","1/19/1978","1/19/1978","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.fbandtbank.com","13931","0","0","0","0","0","0","0","0","245","1795","6339","4073","488","991","2040"
"27685","110","776275","0","Flora Savings Bank","Flora","IL","62839","12/31/2014","2/18/2015","SB","128 West Second Street","","1","0","0","5","0","Clay","","","1/1/1904","2/20/1957","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.florasavingsbank.com","3821","6","58","17","6","1044","936","0","2","0","0","40","0","1712","0","64"
"23293","8064","279105","3367106","Florence Savings Bank","Florence","MA","1062","12/31/2014","2/18/2015","SB","85 Main Street","FLORENCE BANCORP, MHC","10","0","0","5","0","Hampshire","44140","Springfield, MA","2/14/1873","1/2/1981","11/30/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.florencesavings.com","169869","416","5594","4182","3463","39322","14912","26077","18611","3999","3998","1133","0","48162","0","8033"
"26280","0","704737","3557626","Florida Bank","Tampa","FL","33602","12/31/2014","2/18/2015","SM","201 North Franklin Street","FLORIDA BANK GROUP, INC.","13","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","7/3/1985","7/3/1985","3/31/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.flbank.com","110522","999","0","0","0","27204","16839","9589","49570","0","0","0","0","2258","4063","0"
"58081","0","3396375","3564697","Florida Bank of Commerce","Orlando","FL","32802","12/31/2014","2/18/2015","NM","105 East Robinson Street","FBC BANCORP, INC.","6","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","12/12/2005","12/12/2005","5/1/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.fbcbank.com","22766","0","0","0","20647","1633","0","486","0","0","0","0","0","0","0","0"
"35304","0","2896216","3488234","Florida Business Bank","Melbourne","FL","32935","12/31/2014","2/18/2015","NM","340 N. Harbor City Blvd.","RESERVE FINANCIAL ASSOCIATES, LLC","1","0","0","4","0","Brevard","37340","Palm Bay-Melbourne-Titusville, FL","3/15/2000","3/15/2000","12/11/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.floridabusinessbank.com","25933","0","0","0","0","0","11285","1","8120","0","0","0","0","4832","1695","0"
"26323","0","188430","3223828","Florida Capital Bank, National Association","Jacksonville","FL","32256","12/31/2014","2/18/2015","N","10151 Deerwood Park Blvd, Bl","FLORIDA CAPITAL GROUP, INC.","12","0","0","4","0","Duval","27260","Jacksonville, FL","8/12/1985","8/12/1985","10/5/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.flcb.com","60862","8309","4232","3197","0","6790","5940","9660","11779","0","0","0","0","0","10955","0"
"34869","16098","2733348","2744232","Florida Citizens Bank","Gainesville","FL","32607","12/31/2014","2/18/2015","NM","3919 West Newberry Road","OGS INVESTMENTS, INC.","8","0","0","4","1","Alachua","23540","Gainesville, FL","12/23/1998","12/23/1998","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","http://www.floridacitizensbank.com","28667","0","0","0","0","2529","15002","0","8938","0","0","0","0","2198","0","0"
"58991","0","4041421","3948420","Florida Community Bank, National Association","Weston","FL","33331","12/31/2014","2/18/2015","N","2500 Weston Road Suite 300","BOND STREET MANAGEMENT, LLC","55","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/22/2010","1/22/2010","2/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","https://www.floridacommunitybank.com","1246907","1491","0","7086","975","352207","29274","57085","53534","461999","16497","9398","90674","165582","1105","296"
"29670","3862","526676","0","Florida Parishes Bank","Hammond","LA","70403","12/31/2014","2/18/2015","SA","1300 West Morris Avenue","","5","0","0","4","0","Tangipahoa","25220","Hammond, LA","6/16/1922","6/2/1936","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.bankfpb.com","62184","0","0","0","1750","11530","2471","3210","3808","8231","253","1054","2155","18597","9125","253"
"58173","0","3383601","3383610","Floridian Bank","Daytona Beach","FL","32117","12/31/2014","2/18/2015","NM","1696 N. Clyde Morris Blvd.","FLORIDIAN FINANCIAL GROUP, INC.","10","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","3/20/2006","3/20/2006","8/22/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","http://www.floridianfinancialgroup.com/","73428","10240","0","0","0","0","12005","3359","21792","6182","0","0","2983","13169","3698","0"
"57382","0","3176812","3203884","Floridian Community Bank, Inc.","Davie","FL","33328","12/31/2014","2/18/2015","NM","5599 South University Drive","FLORIDIAN COMMUNITY HOLDINGS, INC.","4","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/10/2003","3/10/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://WWW.FLORIDIANCOMMUNITYBANK.COM","16449","0","0","0","0","1620","922","0","3530","2001","0","0","0","8078","298","0"
"4527","0","831549","0","Flowers National Bank","Cainsville","MO","64632","12/31/2014","2/18/2015","N","1415 Washington Street","","2","0","0","2","0","Harrison","","","1/1/1906","1/1/1934","2/23/2009","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","WWW.JCFBANK.COM","20089","725","556","0","166","1455","2421","3032","4417","898","320","305","16","5506","272","0"
"58564","0","959304","2393274","Flushing Bank","Flushing","NY","11354","12/31/2014","2/18/2015","NM","144-51 Northern Boulevard","FLUSHING FINANCIAL CORPORATION","18","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","5/1/2007","5/1/2007","3/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","http://www.flushingbank.com","940423","969","635","118","4786","110818","80218","0","502710","86175","5430","15187","0","57169","76208","12390"
"12225","14653","509857","1099225","FMB Bank","Wright City","MO","63390","12/31/2014","2/18/2015","NM","100 Veterans Memorial Pkwy.","FARMERS & MERCHANTS BANCSHARES, INC.","1","0","0","8","0","Warren","41180","St. Louis, MO-IL","12/10/1910","1/1/1934","12/7/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.fmb-bank.com","11541","1","75","0","0","1179","1812","537","0","656","405","100","1623","4463","690","65"
"23764","0","257756","1066049","FMS Bank","Fort Morgan","CO","80701","12/31/2014","2/18/2015","NM","520 Sherman Street","MORGAN CAPITAL CORPORATION","2","0","0","4","1","Morgan","","","4/12/1982","4/12/1982","4/4/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.fmsbank.com","23086","5020","0","0","75","2546","4041","0","6901","0","0","1003","2014","1486","0","0"
"2824","14401","441434","1137828","FNB Bank","Scottsboro","AL","35768","12/31/2014","2/18/2015","NM","Broad And Appletree Streets","FNS BANCSHARES, INC.","11","0","0","4","0","Jackson","","","1/1/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.yourfnbbank.com","98395","0","550","0","0","36229","12080","0","0","201","456","1228","753","22993","23905","657"
"6794","9887","969639","1363784","FNB Bank, Inc.","Romney","WV","26757","12/31/2014","2/18/2015","NM","105 North High Street","EASTERN BANCSHARES, INC.","4","0","0","8","0","Hampshire","49020","Winchester, VA-WV","6/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.fnbromney.com","48191","0","0","0","0","6097","0","0","0","1494","256","50","20923","15209","4162","0"
"2759","11861","400141","1119347","FNB Bank, Inc.","Mayfield","KY","42066","12/31/2014","2/18/2015","NM","7th And Broadway","JACKSON FINANCIAL CORPORATION","8","0","0","4","0","Graves","","","1/1/1875","1/1/1934","1/5/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","http://www.thinkfnb.com","104763","0","176","65","164","11592","5672","0","0","979","8347","11781","10023","41426","14538","9326"
"7459","12317","131418","1117129","FNB Bank, National Association","Danville","PA","17821","12/31/2014","2/18/2015","N","354 Mill Street","FULTON FINANCIAL CORPORATION","8","0","0","5","0","Montour","14100","Bloomsburg-Berwick, PA","1/25/1864","1/1/1934","8/8/2013","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.fnbbank.com","70623","0","0","0","0","48565","0","5032","13431","0","0","2933","0","662","0","0"
"16127","14146","839255","1063619","FNB Community Bank","Midwest City","OK","73110","12/31/2014","2/18/2015","SM","2911 S. Air Depot Boulevard","FIRST MIDWEST ACQUISITION CORPORATION","8","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","6/1/1943","3/4/1944","12/31/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fnbmwc.com","223874","0","63","0","3318","120396","24771","2828","3737","914","1702","11168","17731","31965","5281","2962"
"19468","13831","739430","1086476","FNB Of Central Alabama","Aliceville","AL","35442","12/31/2014","2/18/2015","NM","25 Third Street, N. E.","FNB BANCSHARES OF CENTRAL ALABAMA, INC.","5","0","0","4","0","Pickens","46220","Tuscaloosa, AL","8/2/1965","8/2/1965","6/30/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.fnbca.com","51216","0","0","0","253","12383","3258","439","3954","1207","353","1239","8679","17549","1902","353"
"5005","11401","590640","1097070","FNB Oxford Bank","Oxford","MS","38655","12/31/2014","2/18/2015","SM","101 Courthouse Square","FIRST NATIONAL HOLDING COMPANY","6","0","0","4","0","Lafayette","","","10/10/1910","1/1/1934","4/1/2013","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","http://www.fnboxford.com","78008","0","0","0","0","1289","610","11350","2893","1418","1752","10347","7456","31940","8953","3170"
"1294","10113","100843","1099690","FNBC Bank","Ash Flat","AR","72513","12/31/2014","2/18/2015","SM","636 Ash Flat Drive","FNBC BANCORP INC","13","0","0","4","1","Sharp","","","1/1/1912","1/1/1934","1/16/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.fnbc.us","100832","0","0","0","0","15555","29729","0","1673","0","1083","3113","7435","25300","16944","1083"
"11306","14107","608844","1201532","FNBC Bank & Trust","La Grange","IL","60525","12/31/2014","2/18/2015","NM","620 West Burlington Street","F.N.B.C. OF LA GRANGE, INC.","7","0","0","8","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/17/1908","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.fnblg.com","161185","3","21","0","0","5791","3165","8833","11222","3244","10554","56406","44925","17021","0","13821"
"17580","9480","697231","1129823","FNBT.COM BANK","Fort Walton Beac","FL","32548","12/31/2014","2/18/2015","NM","29 N. Eglin Parkway, N.E.","SOUTHERN NATIONAL BANKS, INC.","12","0","0","7","1","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","4/9/1956","4/9/1956","6/22/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","http://www.FNBT.com","7010","22","50","0","69","0","0","0","0","0","0","0","6869","0","0","0"
"1426","14056","498148","1248573","Focus Bank","Charleston","MO","63834","12/31/2014","2/18/2015","NM","101 South Main Street","SECURITY STATE BANCSHARES, INC.","12","0","1","2","1","Mississippi","","","1/1/1930","1/1/1934","8/2/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.focusbank.com","53018","12","2","0","0","11","0","0","0","115","0","168","501","46389","5820","101"
"58474","0","3550579","0","Focus Business Bank","San Jose","CA","95113","12/31/2014","2/18/2015","NM","10 Almaden Blvd, # 150","","1","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","1/16/2007","1/16/2007","1/17/2007","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.focusbusinessbank.com","71084","8295","0","0","191","1701","1946","11360","13470","120","2918","16188","7306","7589","0","3039"
"58503","0","3590977","0","Folsom Lake Bank","Folsom","CA","95630","12/31/2014","2/18/2015","NM","905 Sutter St., Suite 100","","3","0","0","4","0","Sacramento","40900","Sacramento-Roseville-Arden-Arcade, CA","4/2/2007","4/2/2007","4/2/2007","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.folsomlakebank.com","44125","0","0","71","0","7088","19656","4414","8027","0","0","0","4869","0","0","0"
"58591","0","3597592","0","Foothills Bank & Trust","Maryville","TN","37801","12/31/2014","2/18/2015","NM","214 Keller Lane","","3","0","0","4","0","Blount","28940","Knoxville, TN","6/4/2007","6/4/2007","4/15/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.fhbank.com","49376","0","0","166","0","3166","0","0","0","0","201","3033","15368","27442","0","202"
"58421","0","3549180","3549171","Foothills Community Bank","Dawsonville","GA","30534","12/31/2014","2/18/2015","NM","70 Carlisle Road","FIRST CITIZENS FINANCIAL CORPORATION","2","0","0","4","0","Dawson","12060","Atlanta-Sandy Springs-Roswell, GA","3/5/2007","3/5/2007","1/1/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.myfoothillsbank.com","13568","0","0","0","0","245","1153","0","0","0","0","0","163","9558","2449","0"
"57415","0","3141726","3446346","FORCHT BANK, NATIONAL ASSOCIATION","Lexington","KY","40509","12/31/2014","2/18/2015","N","2404 Sir Barton Way","FORCHT BANCORP, INC.","34","0","0","8","0","Fayette","30460","Lexington-Fayette, KY","10/1/2002","10/1/2002","10/17/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.forchtbank.com","311699","0","0","0","0","28688","24847","0","0","0","538","607","706","166275","90038","0"
"12139","0","540850","0","Ford County State Bank","Spearville","KS","67876","12/31/2014","2/18/2015","NM","322 N Main St","","1","0","0","2","0","Ford","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://fordcountystatebank.com","9346","0","0","0","0","0","0","0","0","0","729","1701","1628","5288","0","729"
"5229","9183","755458","1485800","Foresight Bank","Plainview","MN","55964","12/31/2014","2/18/2015","NM","138 Broadway","PLAINVIEW BANKSHARES, INC.","1","0","0","2","1","Wabasha","40340","Rochester, MN","6/7/1902","1/1/1934","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.foresightbank.com","17956","513","209","415","0","0","0","862","383","20","100","603","517","10805","3529","210"
"15945","15819","926632","1203853","Forest Park National Bank and Trust Company","Forest Park","IL","60130","12/31/2014","2/18/2015","N","7348 West Madison Street","FIRST FOREST PARK CORPORATION","2","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/15/1943","5/15/1943","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.forestparkbank.com","18671","116","148","0","233","545","0","251","0","1738","1786","1905","3047","8365","537","2529"
"28812","2407","168571","2501305","Forrest City Bank, National Association","Forrest City","AR","72335","12/31/2014","2/18/2015","N","715 N Washington","FORREST CITY FINANCIAL CORPORATION","2","0","0","7","0","Saint Francis","","","1/1/1919","12/14/1951","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","www.fcbnet.com","19670","272","1251","0","183","378","207","219","174","1198","1671","9886","3819","412","0","1671"
