cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"13012","10818","2353595","1478017","First Community Bank","Bluefield","VA","24605","12/31/2014","2/18/2015","SM","29 College Drive","FIRST COMMUNITY BANCSHARES, INC.","54","0","1","4","0","Tazewell","","","1/7/1920","1/1/1934","6/8/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fcbresource.com","375838","424","1930","2701","28658","0","48384","13913","6108","40569","1832","39180","26384","136835","28920","2660"
"17520","11029","453026","0","First Community Bank","Whitehall","OH","43213","12/31/2014","2/18/2015","NM","4300 East Broad Street","","4","0","0","4","1","Franklin","18140","Columbus, OH","2/12/1903","11/28/1955","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","WWW.FIRSTCOMMUNITYBANK.COM","25968","0","0","0","0","0","0","0","0","0","1247","4441","2763","17517","0","1247"
"57903","0","3232204","3602245","First Community Bank","Santa Rosa","CA","95404","12/31/2014","2/18/2015","NM","438 First Street","FIRST COMMUNITY HOLDINGS","8","0","0","4","1","Sonoma","42220","Santa Rosa, CA","1/28/2005","1/28/2005","10/30/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.fcbconnect.com","23481","0","0","0","0","14581","0","0","4612","0","0","0","2733","1555","0","0"
"15913","10320","371232","1208018","First Community Bank and Trust","Beecher","IL","60401","12/31/2014","2/18/2015","SM","1111 Dixie Highway","FIRST COMMUNITY BANCORP, INC.","2","0","0","8","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/16/1916","10/4/1952","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstcbt.com","38674","0","0","0","0","6417","5190","739","1120","588","2156","4494","10109","7538","323","2744"
"27211","11231","1188772","2016340","First Community Bank of Bedford County","Shelbyville","TN","37160","12/31/2014","2/18/2015","NM","207 Elm Street","FIRST COMMUNITY BANCORP, INC.","4","0","0","4","0","Bedford","","","4/1/1988","4/1/1988","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.firstcommunitybanker.com","66469","0","0","0","485","3048","0","4206","23442","0","0","499","4481","30308","0","0"
"57124","0","3034257","3034248","First Community Bank of Central Alabama","Wetumpka","AL","36092","12/31/2014","2/18/2015","NM","715 Wilson Street","CENTRAL ALABAMA BANCSHARES, INC.","7","0","0","4","1","Elmore","33860","Montgomery, AL","8/28/2001","8/28/2001","2/15/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.fcbca.com","97660","0","0","0","323","12466","19398","10936","31817","250","0","102","0","8310","14058","250"
"30166","4876","812379","4565721","First Community Bank of Cullman","Cullman","AL","35055","12/31/2014","2/18/2015","NM","420 2nd Avenue, Sw","SOUTHERN COMMUNITY BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","8","0","Cullman","","","1/1/1905","9/24/1941","7/15/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.fcbcullman.com","8112","0","263","0","0","2270","511","0","0","0","0","957","1510","2601","0","0"
"33794","13619","2037185","2224239","First Community Bank of East Tennessee","Rogersville","TN","37857","12/31/2014","2/18/2015","NM","809 West Main Street","FIRST COMMUNITY CORPORATION","6","0","0","4","0","Hawkins","28700","Kingsport-Bristol-Bristol, TN-VA","4/26/1993","4/26/1993","11/2/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.fcbanktn.com","28642","24","74","0","0","410","0","0","0","604","301","0","973","24017","2239","301"
"34887","0","2716828","3123339","First Community Bank of Eastern Arkansas","Marion","AR","72364","12/31/2014","2/18/2015","SM","205 Block Street","FCB FINANCIAL SERVICES, INC","2","0","0","4","0","Crittenden","32820","Memphis, TN-MS-AR","10/13/1998","10/13/1998","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","http://www.fcbea.com","17622","0","0","0","217","2134","0","2704","2310","100","0","3178","2159","2595","2225","100"
"34752","15522","2696180","2917278","First Community Bank of Hillsboro","Hillsboro","IL","62049","12/31/2014","2/18/2015","NM","807 South Main Street","FIRST COMMUNITY BANC HOLDING COMPANY","2","0","0","2","1","Montgomery","","","5/29/1998","5/29/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.fcbhillsboro.com","13280","170","6","780","12","225","0","0","0","0","509","1710","8132","1736","0","425"
"7609","11277","767817","1143427","First Community Bank of Mercersburg","Mercersburg","PA","17236","12/31/2014","2/18/2015","NM","12 South Main Street","MERCERSBURG FINANCIAL CORPORATION","1","0","0","4","0","Franklin","16540","Chambersburg-Waynesboro, PA","1/1/1909","1/1/1934","12/15/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.fcbmbg.com","14404","0","0","0","0","568","0","0","0","65","0","200","3821","9750","0","65"
"14735","9522","837149","2156451","First Community Bank of the Heartland, Inc.","Clinton","KY","42031","12/31/2014","2/18/2015","NM","114 East Jackson Street","FIRST TRUST FINANCIAL CORPORATION","6","0","0","2","1","Hickman","","","1/1/1934","9/10/1934","11/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.fcbwky.com","51930","1","1467","2","744","8534","1781","789","9382","559","0","1317","3406","19609","4339","0"
"16207","12125","947842","1119329","First Community Bank, Missouri","Poplar Bluff","MO","63901","12/31/2014","2/18/2015","NM","2911 N. Westwood Boulevard","BOOTHEEL BANCORP, INC.","6","0","0","4","0","Butler","","","10/24/1944","11/1/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stcombank.com","49999","1","0","0","0","0","0","0","0","47999","1999","0","0","0","0","49998"
"26435","0","359360","3633034","First Community Bank, National Association","Sugar Land","TX","77478","12/31/2014","2/18/2015","N","3 Sugar Creek Ctr Blvd No 20","JLL ASSOCIATES G. P. FCH, L.L.C.","20","0","0","4","0","Fort Bend","26420","Houston-The Woodlands-Sugar Land, TX","11/12/1985","11/12/1985","12/12/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","myfcbtexas.com","71046","0","0","0","0","40204","2208","0","0","1623","0","27011","0","0","0","0"
"22964","11675","334264","1107009","First Community Bank, National Association","San Benito","TX","78586","12/31/2014","2/18/2015","N","1151 West Highway 77","FIRST SAN BENITO BANCSHARES CORPORATION","8","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","10/1/1979","10/1/1979","12/6/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.fcbweb.net","82183","0","784","2218","0","47398","1302","301","0","0","0","246","3025","26909","0","0"
"3850","12627","242","3088643","First Community Bank, Xenia-Flora","Xenia","IL","62899","12/31/2014","2/18/2015","SM","260 Front Street","FIRST COMMUNITY BANCSHARES","2","0","0","2","1","Clay","","","1/1/1922","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fcbxeniaflora.com","11853","0","0","0","0","0","0","0","0","0","41","1328","3048","7358","78","41"
"58769","0","3809446","3447585","First Community Financial Bank","Plainfield","IL","60544","12/31/2014","2/18/2015","NM","14150 S Route 30","FIRST COMMUNITY FINANCIAL PARTNERS, INC.","6","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/3/2008","11/3/2008","5/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.fcbankgroup.com","168687","0","0","0","0","1766","25451","5217","39059","2489","10623","12242","17330","49198","5312","13113"
"1639","11499","619859","1096037","First Community National Bank","Cuba","MO","65453","12/31/2014","2/18/2015","N","407 North Franklin","STEELVILLE COMMUNITY BANC-SHARES, INC.","7","0","0","4","1","Crawford","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.fcnb.com","49818","0","0","0","0","0","0","0","0","405","81","2050","6665","37166","3451","486"
"35312","0","2897754","0","First CornerStone Bank","King Of Prussia","PA","19406","12/31/2014","2/18/2015","NM","1004 West Ninth Avenue","","6","0","0","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/20/2000","3/20/2000","9/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.firstcornerstone.com","25599","643","0","0","0","0","6062","0","767","0","0","0","0","15255","2872","0"
"18204","7711","958204","0","First County Bank","Stamford","CT","6901","12/31/2014","2/18/2015","SB","160 Atlantic Street","","15","0","0","5","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","6/20/1851","7/1/1960","12/31/2011","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.firstcountybank.com","312747","13","256","0","0","867","25997","69480","96335","20383","0","0","0","98298","1118","1970"
"10887","0","327949","1250473","First County Bank","New Baden","IL","62265","12/31/2014","2/18/2015","NM","14-22 East Hanover Street","FIRST CO BANCORP, INC.","7","0","0","5","0","Clinton","41180","St. Louis, MO-IL","1/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fcbbanks.com","48891","0","6","0","0","1171","0","0","0","1006","3040","22859","13903","6906","0","4046"
"58294","0","3470864","0","First Covenant Bank","Commerce","GA","30529","12/31/2014","2/18/2015","NM","1731 N Elm St","","1","0","0","4","0","Jackson","","","9/18/2006","9/18/2006","2/24/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.myfcbusa.com","39766","0","0","2412","0","5599","3140","277","3368","1289","1215","510","503","18455","2998","2167"
"24332","0","5069","0","First Credit Bank","Los Angeles","CA","90069","12/31/2014","2/18/2015","NM","9255 Sunset Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/18/1983","2/18/1983","4/22/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","","30327","0","0","0","0","0","0","0","0","8807","0","2287","0","6113","13120","0"
"4028","11787","441256","1404687","First Dakota National Bank","Yankton","SD","57078","12/31/2014","2/18/2015","N","225 Cedar Street","FIRST DAKOTA FINANCIAL CORPORATION","16","0","0","2","0","Yankton","","","12/7/1872","1/1/1934","1/19/2013","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","HTTPS://www.firstdakota.com","109954","6986","0","0","6916","13739","6491","21983","8017","2057","1378","21320","10819","10248","0","1378"
"17047","0","713140","1139783","First Delta Bank","Marked Tree","AR","72365","12/31/2014","2/18/2015","SM","214 Hester Parker Drive","TYRONZA BANCSHARES, INC.","3","0","0","2","0","Poinsett","27860","Jonesboro, AR","10/17/1951","10/17/1951","7/1/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","www.firstdeltabank.com","37251","478","916","0","81","1623","271","1830","2662","105","610","627","6206","21396","446","716"
"25883","10797","759045","1492956","First Eagle  Bank","Chicago","IL","60607","12/31/2014","2/18/2015","SM","1201 West Madison Street","FIRST EAGLE BANCSHARES, INC.","2","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/14/1985","2/14/1985","9/13/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.febank.com","132526","265","139","0","89","307","2310","3100","1739","4599","8567","31682","38344","41285","100","11682"
"35533","0","2947556","0","First Electronic Bank","Sandy","UT","84070","12/31/2014","2/18/2015","NM","280 W 10200 South, # 200","","1","0","0","7","0","Salt Lake","41620","Salt Lake City, UT","10/5/2000","10/5/2000","3/20/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.fryscredit.com","180","0","0","0","0","0","0","0","0","0","0","130","0","0","50","0"
"4049","11373","315656","0","First Enterprise Bank","Oklahoma City","OK","73114","12/31/2014","2/18/2015","NM","1000 West Britton Avenue","","6","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.firstenterprisebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13020","10261","170332","2257116","First Exchange Bank","Mannington","WV","26582","12/31/2014","2/18/2015","NM","11 West Main Street","HERITAGE BANCSHARES, INC.","6","0","0","4","1","Marion","","","6/27/1932","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.firstexchangebank.com","29639","193","1","0","70","14301","9535","0","558","0","0","0","4981","0","0","0"
"58508","0","3411773","3521421","First FarmBank","Greeley","CO","80634","12/31/2014","2/18/2015","NM","2939 65th Avenue","FARMBANK HOLDING, INC.","4","0","0","2","0","Weld","24540","Greeley, CO","2/12/2007","2/12/2007","10/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.firstfarmbank.com","18420","472","874","2514","1474","1684","0","0","0","726","0","0","1500","9176","0","0"
"4960","0","702836","1082834","First Farmers & Commercial Bank","Pikeville","TN","37367","12/31/2014","2/18/2015","NM","441 Spring Street","FIRST PIKEVILLE BANCSHARES, INC.","3","0","0","4","0","Bledsoe","","","9/30/1913","1/1/1934","6/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.fnbpikevilletn.com","30768","0","0","0","0","0","0","0","0","0","509","2499","9396","17820","544","509"
"10168","15781","217059","1247576","First Farmers & Merchants Bank","Cannon Falls","MN","55009","12/31/2014","2/18/2015","NM","920 4th Street South","215 HOLDING CO.","8","0","0","2","1","Goodhue","","","6/21/1915","1/1/1934","11/20/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.ffmbank.com","46537","0","0","0","0","0","0","0","19","1634","6588","15588","12051","10624","33","8222"
"5186","0","917854","1247576","First Farmers & Merchants National Bank","Luverne","MN","56156","12/31/2014","2/18/2015","N","303 East Main Street","215 HOLDING CO.","2","0","0","2","1","Rock","","","1/1/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","http://www.ffmbank.com","21990","3","1","0","0","0","0","0","0","1035","3256","5319","5054","7322","0","4291"
"33131","0","1470150","1247576","First Farmers & Merchants National Bank","Fairmont","MN","56031","12/31/2014","2/18/2015","N","114 South Park","215 HOLDING CO.","2","0","0","4","1","Martin","","","9/7/1990","9/7/1990","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.ffmbank.com","10405","2","0","0","0","0","0","0","0","0","2536","1829","5041","997","0","2536"
"1600","0","276654","1247576","First Farmers & Merchants State Bank","Brownsdale","MN","55918","12/31/2014","2/18/2015","NM","106 W Main St","215 HOLDING CO.","3","0","0","2","1","Mower","","","2/8/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.ffmbank.com","23511","0","0","0","0","0","0","0","0","28","5116","10497","6839","1031","0","5131"
"15621","0","77150","1247576","First Farmers & Merchants State Bank of Grand Meadow","Grand Meadow","MN","55936","12/31/2014","2/18/2015","NM","105 North Main Street","215 HOLDING CO.","3","0","0","2","1","Mower","","","4/9/1938","10/4/1938","9/19/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.ffmbank.com","6182","0","0","0","0","0","0","0","0","500","2782","329","1781","790","0","3282"
"1487","11469","150035","1083783","First Farmers and Merchants Bank","Columbia","TN","38402","12/31/2014","2/18/2015","SM","816 South Garden Street","FIRST FARMERS AND MERCHANTS CORPORATION","20","0","0","4","0","Maury","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.myfirstfarmers.com","419871","35","0","0","0","25109","63206","0","79621","2944","5890","21959","72375","146293","2439","8834"
